Gene	SRR7160762	SRR7160763	SRR7160764	SRR7160765	SRR7160766	SRR7160767	SRR7160768	SRR7160769	SRR7160770
YCR072C	0.829194490249531	0.7254713569612254	0.7436679675413722	1.1903273489545199	1.0470982094889185	1.4964494325767415	0.9334135398292793	0.7366880815227069	0.8896081902722895
YCR073C	2.0042964095774085	2.0347101993604544	2.18505663789754	2.025018937839265	2.0751080289734807	2.5696893950896307	2.072190379180247	1.97258917876922	2.3556194626147144
YCR073W-A	1.3093164836182904	1.6247537810894277	1.2823422485120664	1.8472358254154846	1.1446779556835496	1.4404568212028275	1.7167727351631143	1.3714745981413565	1.5316283981599268
YCR075C	0.9653762186839342	0.9490643106610751	0.9509979868876717	0.9046620305559447	1.0141042112522962	0.894328237976615	0.8650746418795932	1.0059643077239924	1.0592666930330992
YCR075W-A	0.6755341155140033	0.7130370742700757	0.7391126700983338	0.7700679604454129	0.6570747776836745	0.7394882846151295	0.6455695385178963	0.723731725741241	0.8107858346614554
YCR076C	1.2017689415413255	1.3309889362146703	1.38626236452865	1.2825896389568627	1.148306710033608	1.2706977794886458	1.265395035465794	1.3173722791824767	1.3982116664248392
YCR077C	2.3504485299121685	2.2707860252902994	2.1063922163975026	2.614398623541221	1.9702997916657339	2.624095214492865	2.5951525094155894	2.172601727044219	2.345933785178845
YCR079W	1.4254114859201703	1.5745575880332998	1.4242383984545546	1.474621516759142	1.24032210556528	1.3490404829858025	1.4695401618434043	1.5305656521946058	1.6097985927279486
YCR081C-A	0.39445885160376093	0.3966468050986687	0.4318143100194289	0.4231107351231239	0.39523216798960126	0.4155809435399752	0.46417071816038585	0.4239080135690584	0.3996255273107284
YCR081W	1.257411375755254	1.1941738056438247	1.2521033471645941	1.15294018235242	1.278015043196153	1.2197297337737099	1.3402512106332494	1.2841295244836919	1.191154726242502
YCR082W	1.7527118757319173	1.7667022290392969	2.036863350353649	1.7874053920736175	1.733339930289626	1.9328995678360057	1.823898833565643	1.8041667837271471	1.6463941691622477
YCR083W	1.1943972534751977	1.4047671703370392	1.4769803192567799	1.5720817649448273	1.1658909292759656	1.4472173685012912	1.4553860196441322	1.3254663034299372	1.4005840534373648
YCR084C	2.029679433003224	1.929803620629418	1.6430366156415344	2.4743495040811987	1.904796816096233	2.5375660240202613	2.267552868047066	2.0015163049427462	2.033303335865872
YCR085W	0.11327535634084275	0.15286941738577312	0.12793583045040777	0.1723240620323301	0.15198644603121902	0.24543671657737567	0.08732820189071992	0.14933238566634677	0.16058354857499502
YCR086W	0.6988512991120661	0.7218137655439621	0.8001223242196024	0.7015817725170177	0.755846557108774	0.7607115270035906	0.7070077423458438	0.746461699138165	0.776303957520152
YCR087C-A	-0.02785413807499431	-0.023350208978036337	-0.017273028388786082	-0.01564868246297115	-0.023899568408237988	-0.01295800869862021	-0.02058346399863459	-0.02169505235819769	-0.017273028388786082
