	14251X1	14251X2	14251X3	14251X4	14251X5	14251X6	14251X7	14251X8	14251X9	14251X10	14251X11	14251X12	14251X13	14251X14	14251X15	14251X16	14251X17	14251X18	14251X19	14251X20	14251X21	14251X22	14251X23	14251X24
YHR010W	373.2247759704095	375.9237437023571	600.1663644523625	369.1389573476551	407.0292958545358	384.2899591219291	366.62875564422615	393.803646955972	412.2702199138772	356.7176373852959	415.8837429373596	388.9485271301206	367.46917851882137	410.4338498786856	571.9955941286607	453.838356237458	484.74460353604877	363.7861668248299	561.993622673543	597.3927870627688	434.6516748400592	559.8024932913895	665.346214947188	446.0256961611503
YHR011W	161.62886796576487	124.1606326742087	98.81596004836338	169.30176393139914	99.87292907541851	163.83472967889188	144.41212197853483	127.86048048340939	103.93374128477627	166.5531635506108	92.46501277034716	129.40614878506196	135.85316280007928	115.35012011372754	107.81837744551551	102.23565577983804	78.23648708628693	161.81988242154486	124.99467125175985	109.79966036527118	107.47103199481947	117.60474630565312	74.84927314082425	134.9850905733563
YHR012W	174.67600616039306	182.3894371273954	205.17066882218896	162.7599685889616	208.18183320330962	167.40432255779479	182.6959598474717	178.32972785513434	188.41162459399607	159.3802956067556	211.52111619438045	171.72429483591165	183.58669326968692	188.4017929090384	207.11188672023513	181.4075611536822	202.20753449837775	159.30619232168635	192.9140305467752	190.37343140560492	196.56341243384878	171.56662945063442	196.00520018351008	166.8325297699986
YHR013C	267.96657475115774	254.4046111254869	243.08619555144955	270.5703732420503	244.7639869362013	274.51454150613887	260.6373811565399	256.99843858551867	255.33480515471527	270.38203395741675	247.73266094997376	248.36472214333006	234.06673794499108	265.26489987626707	264.6740570003406	256.3618889033648	271.192323106011	235.9174068255656	242.836033004172	260.6596650353385	279.48955955677235	269.63368135243564	288.1308645085361	241.77842654489908
YHR014W	78.47161350105945	67.03566878806753	57.580348832107056	71.42321960010534	76.40436934536757	72.98048468991735	63.103614944669296	69.20614045543708	75.5804769336765	73.37958705117617	96.90656360211055	76.2468973696437	75.24922060993075	76.90744668948594	76.5492664343194	61.18262841947254	91.55140350937685	66.02968096478077	54.57815268698418	49.61995666838974	87.65806227748529	58.893059929892516	79.24603796660287	53.70289963061246
YHR015W	75.17621765849528	60.90524236751373	46.12305326545048	56.66092823448273	49.16821123712911	59.14765911232721	77.64021103379918	65.77301878525715	47.20748505803964	46.92406901016388	49.33425056107446	47.62373054959563	85.91504366803431	55.438455693565174	45.76655568964224	55.50792203211985	31.825011696116714	36.168639097014115	70.54623491103114	54.60826594861347	39.08037527084344	44.46464821189052	32.90753867927353	23.498371666541715
YHR016C	147.67789680414023	161.0125055460991	167.5177279091981	141.0007670591022	136.62350763682434	117.64004524535817	149.01727971446184	139.99733073567484	171.5263381154604	126.9275343326835	128.93697825425048	116.708395307195	182.41779986141495	165.0905935059636	119.80716140870288	123.12855034101372	96.39306427189197	136.0637718397196	154.08372560406994	144.65082139715048	117.85211523800666	106.15430965885335	76.4838563547862	128.61969299210455
YHR017W	213.08064290865707	209.81099408746772	191.78034502505105	196.13398235013253	211.4692039713781	196.08734814412827	221.35436878643085	199.1112091151604	187.41491995299538	203.44156165536168	214.7361352546768	176.31106877576698	202.37020051494022	206.00854709258488	202.5170089266669	190.53314507057016	221.12183451197976	167.2302736271284	190.23133814695595	199.78275329549274	214.31345380943725	184.7973436831756	215.50263981553627	165.74744300507103
YHR018C	215.6617744078083	175.82187494075006	248.88348146509432	195.45623571641065	276.5711882088512	149.9400576682166	244.24912938336422	170.35819764220676	237.72948616002407	191.52748147387027	279.53816423685737	179.78489797322234	215.6427581549126	180.79688675705953	271.92595119732863	161.04562047914047	356.5013329420767	150.29915429497007	214.92848745138093	180.8951581354884	295.69521684716733	154.34499626588837	331.9179794918233	155.64846905566273
YHR019C	327.16689924977146	302.9373794279813	339.21896733020264	345.79510721563645	287.6340357372053	278.4797515501164	323.48315323191804	300.6280565512357	337.53351816498343	332.506135520859	289.10458141296317	241.35026303527215	310.0996107393114	298.1356950631727	325.5527661389885	263.08013911272604	335.93067901456527	295.94293390379926	307.27856682724297	281.0267595878143	329.46844617648463	263.24771027358116	306.50143035293456	280.02226235962206
YHR020W	240.3786030129562	249.92641499225812	273.888676316517	269.2094295593699	245.89515853075682	189.49979119308446	247.93880097223936	249.29170028981463	299.98154292493285	272.463730627617	256.1711360010018	168.23567917521734	247.54933714451064	251.02540174458878	269.35390671638214	186.03080481519825	260.81941803771707	233.7344420952491	231.68301466063983	217.38323930310332	278.70135380228425	171.78344624069845	243.36287901122614	213.42975251353647
YHR021C	305.5967202041033	314.8396853734863	435.68502273698175	301.9431044074409	340.0899299984439	328.8988824781582	307.31417345029377	331.70013783944336	334.09056624721666	295.9317816093873	360.2698560710043	307.49532789071617	316.67041588826464	352.9164848663046	427.7968573937085	360.31458161200607	388.29559724927094	301.79581044107726	418.2686517066964	422.45220285557895	343.38602136333714	414.5363281168875	474.9174544268988	340.10801096310377
