Gene	SRR333731	SRR333732	SRR527798
YBR051W	0.9040819372540617	1.2876972758735103	1.2582587974975872
YBR052C	2.3718891893662852	2.357081492395993	2.8017166138586562
YBR053C	2.99841665368951	3.440683301806651	3.137551346847112
YBR054W	7.452319673384478	8.71953309481113	8.434821871571547
YBR055C	1.4946990184656177	1.5698866762562516	1.2316610432389798
YBR056C-B	0.060793829540498126	0.09407668303879667	0.07225061366584558
YBR056W	3.8703160763739266	4.050803246753242	3.110633143028582
YBR056W-A	1.394718868332098	0.8112037931029015	0.8909102745032768
YBR057C	1.6799275588702725	1.7667022290392969	1.493437510661418
YBR058C	3.1028407062939283	3.4239551556087937	2.6076775820299236
