Gene	SRR2517449	SRR2517450	SRR2517451	SRR2517452	SRR2517453	SRR2517454	SRR2517455	SRR2517456	SRR2517457	SRR2517458	SRR2517459	SRR2517460	SRR2517461	SRR2517462	SRR2517463
YDR533C	1.3991080054421057	1.3642065446550553	1.5323609757401264	1.2411295327381593	1.289611131726206	1.4216540592199545	1.2589623189732584	1.494140473697581	1.1939008328992853	1.2548439735526347	1.3309889362146703	1.390962134274277	1.454733187621604	1.2820676740114256	1.2521033471645941
YDR534C	0.8552015296503253	0.8587677141755604	0.8909102745032768	0.7825694994201431	0.8086606557779243	0.8370227942808791	0.8234718657291354	0.8457057700773368	0.8163978300767737	0.814030727198921	0.7544116706694174	0.7870337952727623	0.7859255125399847	0.7993577334739231	0.786211478208053
YDR535C	0.44709301438078825	0.5133529196511	0.539167832095529	0.4084756005172566	0.4003369059929549	0.5643480776252439	0.4635904556217429	0.5588598557716499	0.5100252448678096	0.5402083361943922	0.3874825560150803	0.5469182934385876	0.534658418147706	0.3059828599676143	0.27776229686666665
YDR536W	0.6377252827176474	0.5419077702183329	0.7036732217106971	0.580007707518512	0.5094303634869016	0.5751585640445531	0.6174466731769636	0.6408197130769728	0.5922278607889908	0.5100252448678096	0.5178258176887418	0.5761709952019751	0.6888152884433402	0.5234740095588416	0.5998147956284894
YDR537C	0.06933507313945372	0.42243304982170854	0.08903479605704027	0.37534598537785985	0.31370283054179265	0.4231107351231239	0.36876775128219974	0.07854303402719548	0.3400083190854996	0.3128007333445408	0.07896732466064874	0.07978963743328191	0.0962134072131199	0.07978963743328191	0.39824484643036984
YDR538W	1.0548674886789788	1.0218508712514476	0.9460013252448686	1.0633814365732435	1.0981467611512512	1.0433899551101846	1.0919721622893062	0.927923912190785	1.1265548903055662	1.077169537786969	1.0129869973601566	1.0951679460904327	1.0087266154190069	1.0643038285062005	1.052622909168432
YDR539W	1.7398679941900224	1.9619779592463042	1.6107091857030602	1.5972571628883525	1.682168858179187	1.6910073612780558	1.921292132704531	1.4495700064344568	1.5893080463976754	1.6846975231928694	1.769729796986067	1.828783470987291	1.494140473697581	1.6125525588231224	1.7126121832288004
YDR540C	0.9199716169288197	0.8833355724010503	0.9118464374425128	0.8525228727234386	0.8732065158449756	0.862990674074742	0.876825330330889	0.8998270469517922	0.852915601607067	0.8814026611787837	0.9229124758316769	0.9016636196484248	0.8552015296503253	0.8844223905642884	0.8857347349604678
YDR541C	1.2268126518517628	1.1671076515964705	1.115666018097218	1.2825896389568627	1.1761658213821735	1.2577251349533207	1.1209427665228457	1.163439867660815	1.2243873724633458	1.252326379107249	1.2272924054486942	1.1385544184505947	1.0714517132720627	1.2640496601868476	1.171629642308065
YDR542W	0.5552584384304364	0.4838253978694283	0.08903479605704027	0.42901846709448554	0.5100252448678096	0.5675406656767246	0.4075865518146345	0.5977649761232726	0.07604167921554317	0.5658624365010498	0.07896732466064874	0.36381034393528616	0.0962134072131199	0.5543029728825882	0.4891778896442357
YDR543C	0.06933507313945372	0.33504114115973677	0.08903479605704027	0.07688096762005135	0.076461414814712	0.5003363417104669	0.07728901071736932	0.07854303402719548	0.39523216798960126	0.05991785287024575	0.07896732466064874	0.07978963743328191	0.0962134072131199	0.07978963743328191	0.060793829540498126
