Gene	ERR2088803	ERR2088804	ERR2088805	ERR2088806	ERR2088807	ERR2088808	ERR2088809	ERR2088810	ERR2088811	ERR2088812	ERR2088813	ERR2088814
ETS1-1	4.013992657332986	2.928983999000207	2.72812706698633	3.654455590707135	2.563952923036763	2.9324992337740827	5.084380745890893	3.181823476589524	2.877092207426866	8.402473079183633	2.9598179000548117	3.158008760806217
ETS2-1	0.7029925588240689	0.5125249881276343	0.3186131940408573	0.7014036272534812	0.5091643504080965	0.10080769648309176	0.6288721268441373	0.5386222562223394	0.6768272337574521	1.042602442106082	0.6146198416968459	0.6253522506408851
HRA1	0.16148174010573182	0.49388078166180305	0.45318654776436373	0.5322542047504792	0.3784333000638255	0.6762761042437798	0.36121594260780715	0.37081052947897053	0.3296764814923524	1.042602442106082	0.16937883593771885	0.15198644603121902
ICR1	1.2769736815577146	1.269772766381672	1.5183164980346782	1.758771521423658	1.4157891025017757	1.3475180051346685	0.9837819509074248	1.213226283294488	0.997873050563714	1.042602442106082	1.1132139977770008	1.029298818094028
IRT1	0.7473548703201256	0.7733622669504312	0.7961641269669655	1.2678288426291413	0.8590976917728772	0.7831893122957334	0.8094661471014455	0.8854780728393037	0.9594047601720374	1.042602442106082	0.8686853116738152	0.9897063769477794
ITS1-1	1.7088886112204231	1.1858938940895598	1.5237415975504986	1.92192402629937	1.2151097584607113	1.136452047189262	2.5077083713576807	1.51249742490076	1.7878778516575693	4.492107475901829	1.4307648632921324	1.409720059154568
ITS2-1	3.7230152890670514	2.499442821805013	2.5191250822081424	3.280344810496498	1.761528054872612	1.6032861080107481	3.4260137520783447	2.305204023479712	2.194556624628719	5.125313012644523	2.1093788647808096	1.9167715490965702
LSR1	0.9753167863466176	0.8786531153238124	0.8912353540904218	1.030636491252467	0.8401416707405627	0.871479188618478	1.2095497764982577	1.5176859033986132	1.1404752706727965	3.5780595642157134	1.316859235599719	1.2448697540430942
NME1	0.8098199733079007	0.7839097186786672	0.7744499811378334	0.8992582233299904	0.7613723752648174	0.7816791308210321	0.7592908429845212	0.7366880815227069	0.6783541161503073	1.042602442106082	0.7245278415918915	0.6869215193599756
PWR1	0.16148174010573182	0.13693379302927539	0.35242417982591795	0.2969938070507238	0.14794429619722718	0.10080769648309176	0.35466387542729527	0.34858953239622353	0.12628717608581289	1.042602442106082	0.16937883593771885	0.450650137424209
Q0010	0.16148174010573182	0.13693379302927539	0.0936400747039121	0.05905261665440087	0.14794429619722718	0.10080769648309176	0.14051486678826258	0.3424169409188892	0.12628717608581289	1.042602442106082	0.16937883593771885	0.15198644603121902
Q0017	0.16148174010573182	0.13693379302927539	0.0936400747039121	0.05905261665440087	0.14794429619722718	0.10080769648309176	0.14051486678826258	0.10246030070760928	0.12628717608581289	1.042602442106082	0.43690044498452113	0.15198644603121902
Q0020	0.7856138437764383	0.7658649420351906	0.7677272722686732	0.683887782260165	0.8552015296503253	0.73873358547638	0.8086606557779243	0.8928242489572066	0.852915601607067	1.936438169227938	0.8925862188309831	0.8671945633127656
Q0032	0.16148174010573182	0.13693379302927539	0.0936400747039121	0.05905261665440087	0.14794429619722718	0.10080769648309176	0.14051486678826258	0.10246030070760928	0.12628717608581289	1.042602442106082	0.16937883593771885	0.15198644603121902
Q0045	0.686450308966097	0.13693379302927539	0.549602195003667	0.46477009632643895	0.6293735066404549	0.5207135315645959	0.7080680723810979	0.7939611966703408	0.7011906235199086	1.042602442106082	0.7552022275937245	0.7398670240422394
Q0050	0.716988059776866	0.6751682822735188	0.6032366703699997	0.4866641614634829	0.7298782814925215	0.6150586521513195	0.7149695195032305	0.7336313664069796	0.7799215184639495	1.8146625477499978	0.7669483916627768	0.7402377005814837
Q0055	0.7139410849931298	0.7186198868202848	0.6679328224002313	0.5883866073761919	0.6955337489761695	0.5952723510172941	0.7198301667489863	0.7613723752648174	0.746461699138165	1.042602442106082	0.759721417146741	0.7892862996768931
Q0060	0.5021547946305174	0.13693379302927539	0.0936400747039121	0.05905261665440087	0.14794429619722718	0.10080769648309176	0.14051486678826258	0.27192296771113056	0.3250119806994465	1.042602442106082	0.16937883593771885	0.15198644603121902
Q0065	0.16148174010573182	0.534658418147706	0.0936400747039121	0.46417071816038585	0.14794429619722718	0.10080769648309176	0.14051486678826258	0.4011487470292875	0.12628717608581289	1.042602442106082	0.5726735941565295	0.15198644603121902
Q0070	0.16148174010573182	0.13693379302927539	0.0936400747039121	0.05905261665440087	0.14794429619722718	0.10080769648309176	0.14051486678826258	0.10246030070760928	0.12628717608581289	1.042602442106082	0.16937883593771885	0.15198644603121902
Q0075	0.16148174010573182	0.13693379302927539	0.0936400747039121	0.05905261665440087	0.14794429619722718	0.10080769648309176	0.14051486678826258	0.10246030070760928	0.34390534238909165	1.042602442106082	0.16937883593771885	0.3776865652665918
Q0080	0.16148174010573182	0.13693379302927539	0.0936400747039121	0.05905261665440087	0.14794429619722718	0.10080769648309176	0.14051486678826258	0.10246030070760928	0.12628717608581289	1.042602442106082	0.16937883593771885	0.15198644603121902
Q0085	0.16148174010573182	0.38294661843166744	0.0936400747039121	0.05905261665440087	0.14794429619722718	0.10080769648309176	0.4318143100194289	0.10246030070760928	0.12628717608581289	1.042602442106082	0.4075865518146345	0.5207135315645959
Q0092	0.16148174010573182	0.13693379302927539	0.0936400747039121	0.05905261665440087	0.14794429619722718	0.10080769648309176	0.14051486678826258	0.10246030070760928	0.12628717608581289	1.042602442106082	0.16937883593771885	0.15198644603121902
Q0105	0.16148174010573182	0.13693379302927539	0.0936400747039121	0.05905261665440087	0.49659102783575887	0.27279799624981266	0.6574487098445283	0.6777665098433647	0.55668429389959	1.042602442106082	0.681317910558581	0.606463475652012
Q0110	0.16148174010573182	0.13693379302927539	0.0936400747039121	0.05905261665440087	0.14794429619722718	0.10080769648309176	0.43106630907011145	0.10246030070760928	0.12628717608581289	1.042602442106082	0.16937883593771885	0.15198644603121902
Q0115	0.16148174010573182	0.13693379302927539	0.0936400747039121	0.05905261665440087	0.14794429619722718	0.10080769648309176	0.14051486678826258	0.3678323817436593	0.4318143100194289	1.042602442106082	0.16937883593771885	0.15198644603121902
Q0120	0.16148174010573182	0.13693379302927539	0.0936400747039121	0.05905261665440087	0.14794429619722718	0.10080769648309176	0.14051486678826258	0.10246030070760928	0.12628717608581289	1.042602442106082	0.16937883593771885	0.15198644603121902
Q0130	0.5446800703115714	0.5125249881276343	0.534658418147706	0.4748834477856161	0.5033556828577597	0.3354681915211728	0.5562005816423163	0.7313180116411195	0.7149695195032305	1.042602442106082	0.7404160933737983	0.7118721898738949
Q0140	0.16148174010573182	0.13693379302927539	0.0936400747039121	0.05905261665440087	0.14794429619722718	0.35016325576436713	0.14051486678826258	0.43478578545936736	0.12628717608581289	1.042602442106082	0.16937883593771885	0.3776865652665918
Q0142	0.16148174010573182	0.13693379302927539	0.0936400747039121	0.05905261665440087	0.14794429619722718	0.10080769648309176	0.14051486678826258	0.10246030070760928	0.12628717608581289	1.042602442106082	0.16937883593771885	0.41991153096898326
Q0143	0.16148174010573182	0.13693379302927539	0.0936400747039121	0.05905261665440087	0.14794429619722718	0.3296764814923524	0.41103752975204993	0.10246030070760928	0.12628717608581289	1.042602442106082	0.16937883593771885	0.3975151297832928
