	WT_1	WT_2	WT_3	mct1_1	mct1_2	mct1_3
CDC5	9.88102	9.70333	10.1628	8.70619	9.93672	9.15544
ESC2	9.02956	8.6192	8.88877	9.42083	12.6074	9.7084
TOM70	9.57903	8.58145	9.75438	8.82179	8.72524	8.41445
YBR287W	13.8888	9.70582	9.70661	8.43438	9.08555	8.66922
YDR444W	9.21535	8.80516	9.0609	9.11403	10.9084	9.77513
RSC58	8.94021	8.23378	9.00451	9.01051	9.12267	9.50178
PCM1	9.15005	10.8119	10.9006	9.44978	6.00581	9.14434
TIF6	10.1438	8.94572	10.9143	9.10683	9.26448	8.54175
YDR306C	10.6122	9.91567	10.3206	8.37748	10.0956	9.60626
VAS1	9.62793	8.37547	8.32778	7.97337	7.42303	8.37725
COQ8	9.20646	8.24536	9.79294	7.6662	8.78269	7.97693
VBA4	12.9353	8.8654	10.0572	7.62682	8.82014	8.97319
BDH2	6.43447	9.81354	10.5295	17.1558	8.75013	15.0392
CRM1	8.78973	8.83748	9.35479	9.76585	9.11335	9.41156
RGP1	8.56658	8.26267	9.10879	9.21766	8.8203	9.41881
YJR111C	6.34545	5.34546	5.75348	6.01962	8.18279	6.73875
SSM4	9.43482	8.21759	9.07979	9.35677	9.76579	9.51069
SWP1	7.79227	9.62022	10.084	10.7409	11.4933	9.6548
KRE33	9.46785	8.93155	9.46739	9.64228	10.4263	9.49457
RRP40	8.49213	9.65004	8.89291	10.7072	8.96968	10.7078
MAD2	9.4853	8.52017	9.73573	9.56511	11.1655	10.0193
COG8	8.29885	8.81193	9.40217	9.69715	10.9059	9.05147
ALG5	8.9049	9.03295	9.61155	10.4132	9.4221	9.58585
RPS15	10.7574	16.0077	7.97733	8.26086	7.55082	7.08874
GUA1	10.5386	9.70079	10.3632	9.59713	8.78768	10.0178
GVP36	8.56832	10.124	8.29801	10.1245	9.61371	10.2416
YHL008C	10.957	10.6473	10.3679	8.47897	10.917	8.20574
MCM5	9.22527	8.51411	9.47074	9.34242	9.5779	10.0751
BZZ1	8.21585	8.95508	8.87729	10.5477	8.73022	9.6259
RCL1	9.099	8.78296	9.08487	9.78441	8.92181	10.203
YSC83	8.73067	8.41593	9.71183	8.41288	8.10988	8.34451
EUG1	9.71376	7.92401	7.43762	11.5421	8.41052	14.4918
YKE2	11.3837	9.53954	10.4658	8.86725	10.2693	8.46048
DSK2	11.252	9.18828	10.1207	8.49529	9.83027	8.59013
TEA1	8.54416	6.36704	7.17605	7.92489	9.83883	8.53486
AIM39	9.47406	8.54735	9.53316	7.87209	9.1057	8.13718
IWR1	8.71513	7.70043	8.42743	8.43767	10.4304	9.2128
YDL063C	8.56958	8.15559	9.10743	11.325	8.306	11.5932
GOT1	9.30383	9.19616	9.43439	10.2464	11.0986	9.25169
LSM3	9.87136	9.55663	11.0589	9.56781	7.32056	9.38051
SOG2	8.38953	8.00185	8.28719	8.36348	9.51807	8.61998
MRP21	18.4668	8.68039	8.65908	7.1075	5.71094	6.7146
SLI15	8.98064	8.37647	8.93505	9.14038	12.2164	9.70243
MAD1	9.59144	7.50895	8.49689	9.1194	10.1726	9.63091
YDL086W	7.69142	9.0618	8.49295	12.955	8.18754	11.263
RPL37A	8.77231	15.2208	10.4409	9.94386	6.32596	7.24254
POM34	8.62319	7.79744	8.70665	8.76308	10.0365	8.82091
YPT1	9.81078	7.5696	8.99451	9.50134	10.677	9.84091
CWC2	9.34368	8.91273	9.70587	9.96656	10.9281	9.46099
RPS17B	9.10643	13.6162	8.88608	8.68117	7.59351	7.57904
RPO21	8.73858	8.66867	9.35868	9.707	9.00409	9.55146
SFH1	7.93998	8.03495	9.18184	8.93558	9.32579	8.94419
PTK1	8.46388	6.84792	8.82073	8.66921	11.1217	9.08461
GRX1	9.74598	9.37437	9.23732	10.4005	9.37106	10.8571
YPR063C	6.54624	10.544	7.69378	12.6007	8.83688	11.2532
ERS1	10.3748	9.46003	9.55409	9.3466	9.33427	9.28769
AMN1	9.97842	7.87469	8.73855	6.0753	8.39352	7.65555
PPZ1	9.45509	8.1762	9.49475	8.12495	8.56853	8.22326
CWC25	9.58774	7.21464	8.94876	9.43133	12.2078	9.65427
MCM10	11.2943	9.54489	10.4905	8.95273	10.2649	8.70971
NUP192	9.03555	8.61152	9.31805	9.45733	9.65427	9.11319
DUT1	8.99513	9.99412	9.00933	10.952	10.5955	9.33119
YPL113C	5.85941	7.68001	7.96426	13.9584	6.40624	13.3144
TRM82	9.44354	9.14242	10.3687	8.73305	6.18381	9.17052
MIC14	8.98204	9.9065	9.49848	6.68194	1.15059	9.08062
CAF16	6.9053	6.46835	7.38627	7.18214	7.34247	7.88624
SAP30	9.50946	8.15686	8.91027	9.01488	10.5018	9.88533
ECM18	8.73108	8.98886	9.27517	8.82769	6.95859	8.37446
YRB1	8.23802	8.82693	9.25196	10.5835	8.64524	10.405
CTK1	9.17359	8.0816	9.10704	9.23714	10.5166	9.27059
SIR1	7.00035	8.8797	9.23087	9.10092	10.3388	9.46663
MET22	6.72699	5.60522	6.94254	6.92717	8.24068	6.99072
PRK1	8.95074	8.36745	9.2285	9.18488	9.15627	9.73202
RPB8	9.89992	9.45637	8.08971	9.52047	10.9656	10.2763
TRS65	8.62554	8.66508	8.9476	8.46122	8.13465	8.70523
ERV29	10.1357	8.04064	9.36284	10.1085	11.5492	9.80891
SHE1	8.75364	9.22713	9.07155	9.6033	9.57947	12.339
GPA1	8.75926	9.29024	9.2624	9.09849	8.37171	8.45864
BUD8	9.10554	7.06783	8.81343	8.64752	11.1445	9.82934
LDB16	8.85322	9.7209	7.84961	8.91838	10.8714	10.5374
YBR235W	8.94667	9.39104	9.90702	10.7117	9.37797	10.6224
PHO23	8.15757	7.5945	8.52592	11.2561	8.02866	9.6668
AIM14	8.64433	8.99688	10.0253	10.8061	9.37232	10.3268
VTC3	11.2037	8.91322	9.90171	8.37292	9.45407	8.64427
BEM3	9.57106	8.5232	9.07558	9.58658	10.7882	9.36685
CHZ1	9.66169	7.86375	6.90874	8.88736	9.87327	9.84954
YMR226C	10.1569	10.3945	10.5394	8.79715	10.5889	8.04184
RPS11B	9.13823	14.9784	8.91734	9.00188	6.82745	7.1483
RPS25A	9.82518	16.8597	8.32512	8.17818	7.08288	7.00686
YNL144C	9.83943	10.0386	11.0589	10.8916	12.6006	10.7881
TRP3	6.48676	5.95992	6.11446	6.66991	6.24213	7.3069
WSC2	9.98905	12.9651	13.8563	10.1678	3.81315	10.7911
CDC3	9.71512	9.04448	9.70585	9.04696	8.90905	9.31401
MNT3	9.42588	8.20375	9.81424	9.66635	11.7998	9.91692
RPN3	9.4292	9.19471	9.50713	9.64207	9.59151	9.43345
YDR248C	9.76656	8.53486	9.40382	9.75247	10.8754	9.6326
DIA2	10.2795	9.2671	8.78984	9.4918	10.8342	11.4878
GNA1	8.68607	8.54187	9.30748	9.23283	9.41991	9.08613
LSB1	12.7792	9.35852	11.3149	8.98569	10.3598	8.91007
PUS4	9.42675	10.3541	9.00655	9.10382	8.82823	8.93178
MDE1	7.55016	8.43342	9.57081	11.5186	8.55781	10.4176
YLR179C	8.84079	10.3292	8.83961	11.3804	9.36252	11.0385
MCM7	9.67977	8.56252	8.93126	9.25043	10.1336	9.76059
TAL1	8.08376	9.82531	7.73353	7.34263	7.85582	7.25973
RIM20	9.07057	8.04357	8.9182	8.84473	10.641	9.46253
RPL7A	9.32822	14.4382	9.15562	8.7038	8.307	7.57922
ENT5	9.71038	8.67843	9.51063	7.73421	9.22246	8.42372
JHD2	9.26785	8.74438	9.96478	10.198	9.53347	10.2273
ATG4	7.73516	8.44315	9.61894	11.2532	8.40737	11.4434
CHA4	9.958	8.71488	9.74065	8.39535	9.20084	8.69778
OPI1	11.5299	9.2112	9.75348	9.09303	8.77739	9.26536
YKL077W	10.0716	8.60081	9.23665	10.0785	11.4203	9.63157
BFR1	10.675	8.92876	9.83131	7.93949	9.75028	8.18053
REF2	9.1497	7.46853	8.04737	8.48044	9.51364	9.47979
BIO2	9.75188	11.0216	9.72845	12.0139	10.1967	11.5375
REX2	9.57402	9.71594	10.4754	9.89276	8.81339	9.0314
PRC1	7.04071	9.16642	8.99627	12.3516	8.36851	10.7884
MMM1	9.95505	8.5203	8.84228	9.65774	9.85779	9.86478
SCS7	10.1528	7.90165	10.456	10.9852	15.0215	10.3414
JSN1	8.80334	7.58006	8.24255	8.19718	9.84722	9.43765
IMA3	9.89675	8.18229	10.9622	9.92423	12.2059	12.0321
TCB3	8.91758	7.61468	9.06946	9.17117	10.5586	9.02397
PDB1	9.61353	8.32746	9.33241	9.32172	10.7988	9.87645
SRB5	9.15197	8.86512	9.38579	9.3738	10.6736	9.44879
PEX22	7.91314	8.37491	9.30715	10.28	8.63119	9.63536
CDC11	9.41865	9.326	11.0452	9.04832	7.26415	9.41879
PIK1	9.14441	7.97724	8.75396	8.72917	9.90411	9.51679
ERV1	6.41209	7.05893	7.81339	6.36795	6.51255	6.50255
ROT2	9.80381	8.08206	9.1051	9.31034	11.1052	9.94895
STH1	9.02762	7.93502	8.66377	8.70218	10.2463	9.25537
RPN8	10.5505	8.78085	10.3796	8.95325	9.21239	8.88468
BBC1	9.71795	8.25986	8.98029	7.53467	8.71111	8.19598
STO1	9.37072	8.52444	8.92116	9.10023	10.3643	9.44175
TPT1	8.30635	9.57517	10.3383	10.6989	12.0386	9.68094
UBP10	10.1438	9.02544	9.22063	9.70379	10.9881	10.0829
AVT7	9.32404	9.26582	9.1508	10.1508	12.0736	9.31389
FRS2	10.576	8.94125	10.2894	8.17017	9.85437	8.39839
RIX1	8.51825	9.43423	9.42874	10.9051	9.08508	10.2296
YFH1	15.3536	8.60427	10.5882	7.95542	9.29292	7.74938
UTP13	9.40156	9.3079	10.0633	9.54442	8.25934	8.93195
YLL058W	10.4708	9.91531	10.2879	9.10223	9.20493	10.3584
SCM4	8.80868	8.82058	8.85788	13.0028	8.02695	14.6331
GDS1	7.41518	9.47957	9.40763	12.8034	8.32131	12.5958
RPS3	9.28805	13.7196	8.75932	8.79267	7.89288	7.66486
SPC110	9.81265	8.38369	8.99006	9.28274	10.2923	9.95778
HSP10	9.08201	10.775	8.70233	10.799	10.9804	10.0131
RPA190	9.42726	8.77299	9.26867	8.69817	7.90317	9.05676
NIT3	7.13822	8.40785	8.05639	11.7436	7.2719	11.4585
ARO1	6.47443	5.85545	6.4163	5.43667	6.11496	5.90216
RSC30	9.04232	7.48318	8.88802	9.04062	11.0462	9.10897
ATE1	7.63345	7.93574	8.67	10.038	7.80334	10.2873
CPD1	7.42167	7.86932	8.2908	12.005	7.29797	10.8998
RCO1	9.06205	8.08908	8.56651	8.63464	10.642	9.41452
RAD53	6.90401	8.48322	8.13275	10.6554	7.53502	10.4263
PEX27	7.91142	7.728	8.07961	7.95133	9.7515	8.49848
RRP5	10.2157	9.23901	10.013	9.34396	9.47649	9.25353
TMA46	10.9394	9.40171	9.34037	8.84684	9.1381	9.24354
UBP12	9.22885	8.68793	9.4005	9.45151	11.2795	9.50399
YOS1	9.37682	8.29647	9.19161	9.472	11.6353	9.42427
MRN1	9.87093	8.85688	9.64888	8.31613	9.37532	8.68923
COF1	6.93252	11.0578	7.30283	10.2327	11.0544	10.165
MCX1	9.61071	8.27865	9.3372	7.73677	8.97287	7.98481
PUB1	9.088	10.7428	9.06872	8.6778	9.11532	8.40081
RPS30A	9.58116	13.295	7.59714	7.77235	7.17825	7.84702
DBP3	11.9808	8.42316	10.9753	7.67035	9.91573	8.0084
YGR210C	11.223	8.97571	10.5374	8.01032	10.249	7.78159
RRP36	9.98126	9.0241	8.8649	9.31424	10.3071	10.7589
SFT2	9.03074	8.53235	8.06957	9.11286	9.68656	8.67239
HNT2	8.54795	8.35769	8.90783	9.10775	10.8968	8.83671
PPT1	8.62798	9.34084	10.2104	8.62934	6.88756	9.02568
TFB4	9.49105	7.21518	9.22323	9.26426	12.5457	9.78119
RNH201	10.9397	11.6752	13.2031	11.3702	8.8249	10.9403
RRN9	9.58147	8.37692	8.96333	9.46739	10.682	9.30168
CCR4	8.96672	7.56403	8.30434	8.5044	9.13869	9.36958
REH1	9.72394	8.93584	9.93259	7.9181	9.71348	7.93093
SNU23	9.55482	8.68223	8.93207	9.12181	9.82084	9.79101
OPI3	10.4382	12.5225	14.7679	11.3785	4.76267	10.5841
HMO1	8.39316	6.27905	8.12246	8.29523	10.7128	8.43178
SLM4	9.56396	8.11412	9.29551	9.79957	9.54592	9.66788
ERP5	7.99402	9.40789	10.1044	12.1264	9.11545	11.1536
NHP2	11.374	8.04555	10.4376	7.33116	9.34001	7.97475
ZDS2	11.3849	9.88337	10.8145	9.76634	10.2817	9.94792
FAF1	9.76366	8.02588	8.42932	8.90506	11.2346	9.93023
APN1	8.70291	8.75149	8.48004	8.59304	9.41143	9.06228
MED6	8.747	7.86214	8.29782	8.1995	9.50634	9.42381
RPB5	9.74775	8.94275	9.47246	8.65128	8.19474	9.40533
BNA6	7.76821	7.88331	8.8498	10.7261	7.89125	10.0103
SLM2	10.4887	9.71272	9.94549	9.21716	10.0153	9.42576
IKS1	9.10721	8.59602	10.4872	9.97257	10.6186	10.2685
ELM1	7.59204	9.24074	8.66969	10.6546	8.26652	11.0187
ERG11	11.1078	8.48933	10.1654	10.197	12.7164	11.5893
TIM12	9.15254	10.8003	10.8104	8.05262	10.4516	7.52375
IDH2	10.39	12.4251	11.8246	9.52887	11.6389	8.77095
CHD1	9.70011	8.59964	9.32679	9.55368	11.1044	9.64413
COX23	10.4412	11.9787	10.11	9.79307	6.24147	10.2587
KHA1	9.72363	8.87141	10.1024	8.15836	9.62663	8.21496
RDI1	9.52869	8.13178	9.18443	9.85732	11.943	9.19692
RPT6	9.73599	9.12422	9.9562	9.22031	9.3212	9.13738
PRE8	9.73863	8.30959	9.21942	9.44201	11.2179	9.7059
TOM71	9.81631	9.15077	9.14929	8.23184	9.28568	8.90261
KRE2	11.3315	10.2936	11.243	10.8959	9.19843	10.1284
NOP2	9.15203	8.56506	10.1725	8.90985	8.0517	8.55558
SMY1	9.3356	8.53692	9.05499	9.34765	10.857	9.25941
CPT1	11.1234	9.12222	11.3117	9.30276	10.0249	8.63442
YDR506C	9.55714	8.75803	9.94389	9.9347	10.688	9.68751
RUB1	9.19029	9.24572	9.06745	10.6734	11.4235	8.83426
RIT1	9.6128	9.19733	10.0026	8.45433	9.68426	8.72314
TAF7	9.34179	8.06308	8.78616	8.97113	10.7171	9.36479
SNT2	8.36979	8.92779	8.65111	10.7531	8.19703	11.2447
PEX15	8.88782	8.53954	8.84096	8.92236	9.41576	8.85212
TAZ1	8.0615	7.46734	8.76432	8.61828	8.95354	8.49011
WHI5	10.0644	7.53036	8.28349	9.62302	9.71628	9.87959
RPL22B	8.40333	10.2085	8.96513	8.27073	8.83202	7.72821
TID3	9.58269	7.68284	8.43768	8.91106	10.0998	9.56572
YLR149C	8.3126	9.2371	9.28622	9.31828	9.28116	9.85859
FAA3	9.0199	7.29407	9.07673	8.87626	9.695	9.65558
KNS1	7.42178	7.35135	7.83495	6.84155	7.59719	6.91941
PUS2	8.75556	6.88956	8.41027	8.8155	12.0865	8.67693
RKM5	8.97129	7.53989	9.60206	9.03552	10.5605	9.83143
YPR010C-A	7.47753	29.9254	7.66302	5.28188	3.57287	3.36636
HEM4	9.07425	8.35804	10.3431	7.68352	9.12409	7.63647
SEC2	8.04535	9.09119	8.55504	9.23405	8.90975	8.94749
BTS1	9.05625	7.40386	8.58465	8.80214	10.0744	8.95296
RPA135	9.53553	8.73644	9.4772	8.72859	8.93	8.92497
YKL047W	9.04386	7.58376	8.60045	8.98343	8.84661	9.46213
FAR7	9.13907	8.15831	8.87414	8.68506	10.2976	9.60056
NRM1	11.657	9.86586	9.86444	9.07044	10.2172	8.94403
UGA3	6.42875	6.0413	7.00723	6.7792	8.37306	6.88518
NGR1	8.01282	6.74482	7.98897	7.75304	9.90544	8.41553
JNM1	9.48095	8.17426	9.10133	9.1785	11.6248	9.64161
YMR259C	8.14182	8.69978	9.2546	10.28	8.50432	10.2039
SGV1	9.28409	8.60208	9.05133	9.02019	9.5143	9.55288
DYN3	9.30361	9.09747	9.32246	10.1619	9.03427	10.3264
CDC50	6.34716	7.9152	9.87002	13.1899	7.53252	12.2355
TRP5	6.92737	6.29015	6.61494	6.17389	6.41102	6.38245
APC5	9.59808	8.67856	9.53016	9.5973	10.9357	9.60205
GEA1	9.29017	8.84626	9.77824	10.5745	9.38888	9.85343
TOA1	9.19674	8.02724	7.60788	8.50023	9.13497	10.6192
YLL007C	9.00985	9.90408	10.0136	9.32875	7.8839	9.25338
YCR076C	8.68408	7.64315	9.08607	8.99967	10.0597	8.84797
PRO1	9.67192	8.41127	9.48364	7.8592	9.02267	8.44548
POP4	7.89612	8.8244	9.83924	11.0853	8.90577	10.2395
RTC5	8.82068	8.04992	8.81921	8.71013	9.64686	8.97492
TPM1	10.3498	9.72381	8.09494	7.90022	8.70254	8.47644
CLB3	12.2903	8.72249	9.39142	6.91545	9.2974	8.55545
SEC4	9.55676	8.4726	9.47624	9.45211	10.2631	9.63661
MET1	6.94567	6.69337	6.90118	6.6371	8.41946	7.75909
PUN1	8.66978	10.6627	11.5458	9.80394	7.4013	8.90594
POL30	8.89841	10.1558	8.7869	8.60389	8.74356	8.58332
FAU1	10.7369	7.47133	10.6633	6.05897	9.31186	7.30058
HOC1	9.73311	8.26825	9.41878	9.5694	11.4696	9.67074
VPS62	8.83486	8.5575	8.86405	11.519	8.08813	11.9266
RPS4B	8.95352	14.6871	8.76331	8.68739	7.90596	7.21337
SWI3	8.88291	8.43251	8.92879	8.80366	9.81341	9.09346
TSA2	5.46373	14.596	6.17723	14.061	12.0957	12.9809
YIR035C	6.47432	5.20099	6.36583	6.30477	9.01438	6.74577
ENP2	9.51007	9.60309	10.2757	9.59754	8.54568	9.47611
HRD3	9.00812	7.46977	9.28516	8.90357	10.6893	9.49315
YPS1	9.14316	8.20312	8.99947	7.43326	8.5891	8.35529
BDP1	8.79182	8.57954	9.03208	9.05712	11.039	9.14203
RGC1	10.4056	8.89445	10.5535	8.88441	9.49386	9.07068
APL5	10.1336	8.69724	9.83301	8.46798	9.42828	8.41966
VID27	9.51583	8.00841	8.72518	8.95115	9.99742	9.57979
ALD6	9.93935	12.9509	10.3633	13.5698	11.5742	12.8598
SPC24	10.8315	9.3012	8.02288	10.6177	10.1861	10.9495
APC11	10.7364	8.77748	9.86204	10.0365	11.7179	10.8106
RPL17B	9.96737	12.6586	8.29169	8.56891	9.01847	7.63334
RPC34	9.18734	9.21345	11.7916	9.65455	6.99284	8.60075
SPP382	9.63587	8.37656	8.84182	9.18139	11.0165	9.523
SAF1	5.67853	6.63962	7.24123	7.8914	6.56724	7.72879
UTP6	8.81773	8.6697	9.51648	10.5015	8.89406	9.88885
DGK1	8.57462	8.03715	8.42035	8.91256	9.90199	8.30746
YOL107W	9.78465	9.14117	9.65814	9.64921	11.7245	10.0393
BUB2	9.85621	8.87327	8.19394	9.59139	11.9432	9.40912
RLP7	11.0706	11.4594	9.80929	10.2679	9.42062	10.2348
FAR8	9.07201	7.89738	8.70615	8.86046	10.3465	8.97193
UFE1	9.70966	8.39559	9.35924	9.48502	10.6848	9.6122
YJU3	8.23602	8.535	8.72665	9.07239	9.09141	8.4326
SDS22	8.42339	7.48016	8.65069	8.3692	9.89745	8.75249
PRP38	9.16034	9.58443	10.2046	9.82619	10.6141	10.1171
GAS5	9.38531	10.4243	10.8952	9.71854	3.67556	9.03184
DPB4	9.55514	9.50323	8.78177	9.86867	10.3705	9.28857
VPS30	8.85167	8.11126	8.55709	8.60014	9.84382	8.89857
RPL22A	9.15133	10.6509	8.63277	8.83309	8.33271	8.64505
SWC3	9.04851	8.34015	7.66936	9.11406	8.58093	11.4915
NUP53	9.18968	7.82827	8.78118	8.90771	10.4772	9.10222
PSA1	8.76198	15.4842	9.04058	8.85067	7.65076	7.33695
NFI1	9.32925	8.43839	8.85888	8.81183	9.95205	9.66057
EPL1	9.90888	8.33958	9.44768	9.59572	11.5365	9.80363
FRS1	11.3047	8.59681	9.41491	8.33275	8.52377	8.99425
CIA1	6.73126	9.06521	8.34209	12.1464	7.50788	11.023
ENB1	9.97839	7.54772	9.25869	7.14336	8.86644	6.63155
ARC35	9.49025	8.61068	8.91703	9.23307	9.36778	9.57366
CDC39	9.11826	8.89867	9.35296	9.57987	9.26989	9.23526
MED2	9.17804	9.05196	8.14415	8.99601	9.33119	11.1083
RPL26B	9.94822	15.9176	8.341	8.81469	8.02965	7.61783
YET1	10.0938	7.82796	7.84483	9.75331	8.94794	11.6456
YNR048W	9.82608	9.64268	11.3101	10.3607	8.41543	8.61085
UTP11	11.6078	9.50715	9.99747	8.4421	10.3092	8.79844
RPL11B	8.86171	12.9255	9.53963	8.99309	8.72114	8.31082
RPS23A	9.28572	18.2029	8.61367	8.84556	7.32792	6.81379
RPS28B	9.81751	9.06757	9.18616	7.7582	9.49502	8.51133
RSC2	9.32788	8.02674	9.03528	9.00503	10.8729	9.39296
SEC65	10.0797	8.58968	9.661	8.74502	8.98918	8.71668
TWF1	9.70741	8.2927	9.52905	7.91873	9.11164	8.08503
LST8	7.25804	8.33442	8.46328	11.7636	7.14891	11.6609
THG1	6.08676	9.49447	9.03862	13.0612	8.13484	10.8167
SPG4	0.0159922	0.15534	0.143684	0.149556	0.147529	0.251288
EAR1	11.1856	10.2671	11.4786	9.55602	11.0133	10.0268
BGL2	5.76735	7.53555	10.266	14.7581	7.66013	11.2193
WTM2	6.84021	8.22215	8.22835	9.85099	7.36656	10.3208
AIM1	7.72238	10.5242	11.9034	9.24247	4.18218	8.46131
YHR003C	9.09519	8.86484	9.67298	9.62039	9.40103	9.66028
UNG1	9.74506	9.64813	9.69187	9.69347	11.0637	10.035
YOR262W	9.8348	8.18501	8.5584	9.33269	9.48438	9.97686
PRP46	9.17532	8	8.55632	9.00131	11.9187	9.03922
YPL225W	9.88663	8.69096	9.11166	9.67226	9.57172	9.97102
YCK3	8.33232	7.63663	8.40157	8.39403	9.38927	8.32378
PRS2	10.1448	8.53534	9.31533	9.87188	10.0536	9.99469
RRB1	9.42036	8.45395	9.34037	9.63725	9.32662	9.58341
MAK32	6.94908	8.64475	8.67396	9.16529	8.28483	9.72338
UBC8	8.60778	7.85508	8.39093	6.81841	8.54929	7.11538
HTB1	5.06992	10.5684	4.95873	11.3973	6.63488	15.3985
MET4	8.37521	9.08054	7.15539	9.07173	8.4357	10.8936
NSR1	10.3432	9.46159	9.56315	9.38272	7.05418	9.49003
SLD5	8.66882	7.85622	9.13211	9.13823	10.0044	8.69915
RRS1	9.26834	7.4181	9.32623	9.02897	11.9218	9.51991
YPL067C	9.66188	9.81466	9.24477	8.86245	9.66029	8.95921
BOP3	8.82504	8.60657	7.55926	7.3061	8.08509	7.76213
TLG1	10.5241	10.0003	10.5076	9.33374	10.5507	9.39965
TVP18	8.94495	8.48609	9.27798	9.08325	10.5946	9.20488
YGL036W	9.28572	9.417	9.95891	9.19345	8.93785	9.48131
GON7	11.948	10.0824	7.92486	8.13017	9.02046	7.90321
MED7	9.84124	8.18362	8.724	9.57243	11.5696	9.18729
YHR020W	9.52495	7.60422	8.88848	7.75948	8.22449	7.63771
ZUO1	9.08527	9.32021	9.61542	10.7148	9.13891	10.121
DSF2	9.81261	8.91865	9.70348	9.2274	11.358	10.6108
HHO1	11.4818	10.0316	10.2573	10.098	9.65035	10.1067
FKH2	9.56049	8.56471	9.31874	7.83178	9.3218	8.0684
YKL065W-A	0.426583	0.385023	0.57497	0.233297	0.488535	0.26724
RIB2	8.27069	8.49289	8.72958	8.50893	7.44743	8.16758
RAT1	9.96247	8.68719	8.69753	9.49348	9.84897	9.7645
RPP0	9.42486	14.5692	8.54795	8.91792	8.23786	7.68482
NST1	9.62764	8.33418	8.86323	9.03532	10.1831	9.62255
THP2	9.5391	8.03943	8.73949	9.18025	10.9258	9.14892
RPS0A	8.73533	12.1723	9.25831	8.64027	8.98584	8.11942
RPL19B	9.04076	15.3276	8.75064	8.73326	8.15105	7.48662
RPL28	8.67603	15.9543	8.9982	8.80715	8.12952	6.88516
PTR3	9.65088	10.2501	9.38343	8.91029	6.84847	9.83573
MIC17	6.46368	14.8233	15.8192	10.7225	4.13838	8.08789
DUN1	9.3748	9.06137	9.46749	9.31312	10.965	9.68864
EAP1	8.47885	7.55294	8.57796	8.42132	10.3822	8.62143
SKI6	9.18563	8.49704	9.35212	9.66184	10.5971	8.9515
SLF1	11.1867	8.99129	10.4178	8.79199	9.81415	9.15182
VPS1	9.85377	9.02233	9.29377	8.88326	9.08976	9.16226
PGK1	7.25099	12.1584	7.65969	12.013	11.3702	10.2871
YOR352W	8.60636	8.22584	8.73715	8.43887	9.56516	9.00224
YPR172W	6.42774	7.14905	8.37223	11.6619	6.34007	11.021
CRG1	7.04861	7.96808	9.05126	10.6635	7.89294	9.45718
YOL098C	9.20524	9.44163	10.0576	9.35518	7.76867	9.28399
RPL2A	9.39771	14.562	7.91032	8.43351	7.89527	7.42841
SRP14	9.24073	8.5008	8.75519	8.8356	10.5006	9.31325
SPT16	9.27233	8.98096	9.15655	9.94653	8.89362	10.1852
ERP2	8.92121	9.1147	10.1495	10.1227	9.56177	10.2252
RRN6	9.55002	9.62627	7.01651	10.7264	10.6884	8.92516
ELO1	8.56214	8.18014	8.78589	9.66813	9.62986	8.2321
NUP85	8.20441	7.90117	9.6091	10.0846	8.70379	9.55409
RPN10	8.2125	8.89362	9.75088	8.85155	7.41797	8.17594
LSG1	10.7282	8.93024	9.59418	8.84339	9.08195	9.20513
RPS12	9.73636	13.5452	7.91685	8.65179	8.04438	7.86784
HSP78	7.40151	6.62401	7.89807	5.76311	7.16704	6.77907
YMR111C	9.95053	9.50297	9.66073	9.77584	11.2084	9.97716
MUD2	8.6672	9.19637	9.06138	9.88767	8.71924	10.2443
TIF2	8.91519	11.8748	8.8876	8.64951	8.74009	8.35303
DBF20	7.27433	8.25713	8.59466	8.92008	8.12305	8.99009
EMI5	9.47213	7.89388	9.49969	7.06145	9.10082	7.48408
RSP5	9.19443	8.52542	9.25832	9.41572	9.85004	9.0262
POP5	8.97853	9.33624	9.25271	9.20576	9.4675	10.4782
NMA111	10.3548	8.78709	9.9953	10.193	11.0567	10.1022
SMB1	9.36718	8.15729	8.80033	8.9564	9.83619	9.24172
YLR241W	8.34686	8.73921	9.67933	10.2769	8.81207	10.0351
MMS21	7.72049	9.51729	9.15609	12.7468	7.76434	12.726
NHA1	10.9885	9.52451	9.95022	9.9699	11.9184	11.434
MTW1	9.07248	9.40003	9.64736	10.0342	13.4618	9.51779
NAM7	9.00929	8.31916	9.46333	9.79863	8.95629	9.70779
ALG1	7.08875	8.57234	9.3496	11.1979	7.90488	10.6784
BUR6	9.14137	9.13186	7.94771	9.85413	8.77159	9.6076
ELP4	9.3818	8.42399	8.98553	9.40217	10.7545	8.98736
YJL068C	8.24742	8.82078	9.40106	11.0233	8.28465	10.8625
ECM10	9.38799	10.8756	9.94057	9.58311	9.57618	9.31497
APA2	8.74299	9.21531	9.92354	8.57839	8.26315	9.26884
UBA2	8.66961	8.95195	8.72408	8.83625	8.87258	9.15522
RTC6	3.88333	13.9353	16.9551	9.48206	0.831412	6.17889
TRM5	8.55561	8.74076	9.14618	9.4484	8.92499	9.0007
CCS1	9.98284	7.50004	9.93619	11.3656	9.10597	11.2324
YOR390W	9.03101	8.22	8.53561	8.88388	10.0535	8.72178
GPI16	8.0182	8.56478	9.4315	10.6458	8.33353	10.2349
CDC34	11.6147	8.81493	11.0095	7.92631	10.702	7.92277
PRP22	11.0135	9.84189	9.49258	9.5989	9.04132	9.73817
RPL5	9.18166	14.9476	8.77971	9.04224	8.38446	7.5988
