	WT_1	WT_2	WT_3	mct1_1	mct1_2	mct1_3
RAD50	9.24295	8.23097	8.56671	9.06249	10.3525	9.76776
NAB3	8.94121	7.91956	8.58372	9.15971	10.0818	9.0832
RGA2	7.90747	7.85841	8.88445	8.91492	10.2525	9.0385
CNA1	7.67397	6.62047	7.79564	8.01016	8.89965	8.20166
ATG20	8.28907	7.14686	8.05345	8.72384	10.7831	8.88356
MGM1	8.77001	8.36794	9.02312	9.13315	9.05429	9.35301
BNA1	6.2871	5.895	6.33792	7.77767	6.37852	8.42912
SPC2	8.84654	7.34036	9.03579	10.054	12.8792	9.72512
MBP1	8.61418	7.54973	8.29337	8.61337	10.1699	9.27518
RPS24A	9.69858	12.363	8.9285	8.13561	8.37858	7.41576
KEL2	8.50576	8.27639	9.76441	7.675	7.73638	8.02915
YLR036C	8.11136	9.26587	9.90396	10.2551	11.3746	10.0277
GPI10	8.07063	8.32571	8.99221	9.35707	10.3359	8.93956
CCT2	11.0064	9.2381	10.1396	8.72363	9.32639	8.76882
DAD2	9.63624	9.04761	8.62401	9.93304	9.51546	10.0448
YPL150W	8.93574	7.98328	8.95398	9.11969	10.0702	9.45378
TIM8	9.68449	10.6857	11.0087	9.34973	2.91036	6.66218
HRQ1	8.94014	8.12361	8.86085	9.09369	10.0367	9.30864
POL32	9.22156	8.51067	9.26402	9.95623	11.2622	9.52677
ASI2	9.50049	10.1831	10.1966	10.8601	12.2286	10.5127
TRM11	8.79276	8.63964	9.59711	10.3368	9.43253	9.83383
TRM10	9.56558	8.95125	8.6452	9.44975	9.97748	10.7421
BUG1	8.76333	8.88976	7.52838	9.59946	9.09172	10.7558
BIK1	8.76763	7.20256	8.44828	8.75181	10.2659	9.6065
PNP1	8.36366	8.35706	8.58118	9.48764	8.52257	9.73419
SOL1	6.62591	7.91914	6.95495	7.91666	8.38816	7.90993
MRPL44	11.9869	11.012	8.47735	7.70551	7.42488	8.93478
OST5	8.53691	10.3754	9.26395	11.3436	10.3475	10.49
ESS1	8.15586	7.98939	9.15009	10.3064	8.75571	10.4184
PGI1	7.79653	10.3311	7.38747	10.6666	10.4695	10.3469
PIN3	9.17169	7.75314	8.6169	9.45854	11.4915	9.59077
KAR9	9.32214	8.75133	7.85691	9.60748	9.36707	9.84015
TYS1	8.77472	8.1461	9.19377	8.16707	7.59881	8.08114
ERP1	8.87126	8.79569	10.2231	11.4106	10.6923	9.89384
RNA1	9.68174	9.13585	9.8704	9.21733	8.11733	8.83854
RBG1	10.1925	9.19771	9.90715	9.05381	9.01275	9.26324
YIP3	11.9916	9.96941	11.4438	9.52581	10.2886	9.14161
ADD37	10.7219	12.2635	12.8975	10.299	5.97459	9.85027
IRC5	10.2637	9.81171	9.66566	10.1131	10.9127	11.4203
LAA1	9.74812	8.88616	9.39559	8.12526	9.11312	7.84948
VPS38	8.21225	8.34403	7.6525	8.32142	9.25671	9.94435
SHG1	12.923	10.4421	9.3038	9.16443	7.67994	8.43059
YSF3	8.97672	7.30829	7.84697	8.76769	10.6684	9.45862
YGP1	7.44199	9.60983	9.74444	6.569	8.04347	6.04842
ZRC1	9.19669	8.75321	8.63438	9.74241	10.9477	9.27416
SEC8	8.44761	8.142	8.54999	8.88953	10.6267	9.16324
APL2	8.4766	8.08536	8.92139	9.0963	9.00726	8.94891
TEF4	10.0736	13.1509	9.27326	8.68911	7.97469	8.15949
MPS3	9.10272	7.60777	8.88638	9.29957	11.5522	9.95518
DSL1	9.1323	8.29275	9.10385	9.13303	10.082	9.84519
YPS3	8.38445	13.0841	8.87272	5.2164	8.35254	5.00079
NTA1	8.84757	8.17864	8.87329	9.22238	10.9093	9.44495
HMX1	8.80278	7.92416	7.83175	8.76541	10.936	9.4136
RAD52	9.61117	8.27829	8.96682	9.59363	9.76719	10.233
AIM36	9.54723	9.73782	11.0428	9.25108	7.55912	9.01096
YNL181W	9.06391	7.53276	9.04006	9.93643	10.6153	9.21448
SFB2	9.45633	9.30765	8.86382	8.58642	8.41765	9.01743
YBR271W	11.1189	9.66205	9.83039	11.0743	11.1068	11.4718
THI3	8.47742	7.947	7.95027	8.64286	10.0345	8.75445
YJL171C	10.5425	8.90682	10.1383	8.53295	9.19959	7.7953
MPE1	8.67336	8.26351	8.99578	9.49752	8.86788	9.88243
TBF1	8.2842	7.63915	8.81923	10.1435	8.67702	9.37994
TIM13	8.39441	9.37128	10.8212	8.21168	6.52721	8.15973
TFB3	9.57489	8.25316	9.11964	7.83339	8.45538	7.89795
YRA2	8.64041	7.95899	9.10239	9.37075	9.22437	9.23521
FES1	8.05639	7.6021	8.49287	8.5749	9.82879	8.73366
TUL1	8.21966	8.23986	9.24438	9.55346	9.09865	9.35457
SSA4	10.071	11.4975	10.0799	9.40421	8.98403	9.85682
SPT7	9.11079	8.22511	8.94215	9.12238	9.93369	9.49512
HBS1	8.8208	8.06243	8.53938	9.04301	10.3277	9.0757
RPF1	10.7014	9.3354	9.70711	10.8324	12.097	10.6666
BPT1	9.77116	8.85163	9.86022	10.263	10.3069	10.0254
YGR079W	11.4642	8.58044	9.02	10.9117	13.9819	17.5625
SEC6	8.64385	7.85595	8.8728	9.04376	10.3766	9.22591
SPC25	10.1796	9.26957	9.8953	10.2814	11.2333	10.3816
SRX1	7.66357	7.68505	7.87323	6.55552	4.54882	7.14419
NMD5	9.50555	10.5055	10.9885	9.62182	9.26956	9.25531
SNP1	7.78422	7.85184	8.42306	9.6768	8.27912	8.94547
RPS9B	10.2183	11.6267	8.371	8.19421	7.95022	8.12738
PEP3	8.31232	8.65486	9.16202	10.9474	8.92182	10.3304
URA7	10.3385	10.2095	9.28237	9.23773	8.73678	9.41199
YHR177W	7.70563	6.98628	7.85909	9.10842	7.97248	10.6879
SKY1	9.88019	8.88759	9.89722	8.02587	9.26188	8.13378
SRD1	7.48061	7.86388	7.95278	8.45386	11.6115	9.24472
RMT2	10.8049	10.3214	9.59016	12.3569	10.491	12.6797
YIR014W	7.94261	9.21628	8.9811	9.38108	9.75082	11.1067
CDC31	7.41726	7.00893	6.92955	10.4411	7.32162	11.4905
KAP114	8.47336	8.04448	8.72472	9.03137	10.7249	9.13508
SLN1	8.76463	8.39167	9.49409	10.6228	9.17874	10.217
KEL1	8.9198	7.56285	8.30427	8.81085	10.1816	9.30401
YPT32	8.83804	7.26809	9.03046	9.52207	11.7441	9.60542
BOI2	9.11571	8.44338	8.86304	8.95968	10.1335	9.8632
TDH3	6.85497	11.0839	7.54695	11.8011	11.5634	10.6111
VPS36	8.13404	9.09589	9.2658	10.2508	9.17343	10.877
RCR1	12.6595	10.628	12.1627	8.50512	10.7487	10.4056
KRE5	9.03776	7.88251	9.43227	9.40049	10.0097	10.2195
NPR2	7.74405	8.37884	8.86058	9.94316	8.59449	10.4826
YGR054W	11.7942	8.85072	9.88068	8.35503	7.85628	8.72277
RPN13	10.0135	9.01822	9.33004	8.17398	8.89688	8.91365
PSY3	8.42551	8.51587	9.909	10.1875	13.1606	10.2699
HSL1	11.8914	10.0432	10.6214	8.40207	10.3095	8.95877
RRI1	8.48753	7.68382	8.44984	8.47903	10.3347	9.51605
BUD6	9.08606	8.64861	8.96274	9.00531	9.60686	9.4797
SIF2	8.81479	7.81006	8.72012	8.92689	10.1756	9.2834
SRP40	11.4812	11.9227	10.1239	9.89735	10.3194	9.82166
POL3	9.46897	8.96558	9.63895	10.1804	9.53643	10.1972
LAG2	6.5372	7.73387	7.07516	12.6062	7.3496	11.5808
VID22	8.16884	8.10099	8.86985	8.81634	8.90003	8.96981
DBP2	10.7923	9.06053	10.5716	8.36826	9.54576	8.33895
RPA34	9.06151	8.17511	8.64357	8.91328	9.41384	9.82017
YNL011C	9.21033	8.94735	9.54608	7.87257	9.0449	8.43502
DFG10	7.15594	7.52334	9.12585	13.209	8.64262	10.9138
RDL1	9.24411	10.4261	7.84233	10.6599	10.9716	10.5578
MRI1	9.43951	8.4424	9.11473	9.73378	11.1122	9.62051
SMI1	10.3442	8.93492	9.71359	7.97605	9.22778	8.40243
AVT6	8.87134	7.99315	8.91335	9.18773	11.5936	9.81366
CTR9	9.05323	8.25148	8.80905	9.14586	9.49785	9.11736
CTK2	7.62522	8.92173	9.34978	10.6047	9.28496	9.97357
HRI1	8.60711	8.23135	9.5174	10.9535	9.08188	10.5215
QRI1	9.37218	9.22174	9.90669	9.15397	8.26853	8.97899
ATG7	7.51713	7.85192	8.87782	9.39318	8.75163	8.89
HYM1	9.30642	10.043	10.9042	8.56668	6.54636	9.31627
MDM20	8.45863	9.15127	8.73817	9.5129	8.99007	9.43733
SNX3	9.84494	8.15258	9.1098	9.93815	11.1732	9.9323
SRL2	8.67529	7.33738	8.82508	9.01694	11.5337	9.72619
SEC18	9.33051	8.96211	9.08193	9.29992	10.1298	9.58183
YKR023W	8.71988	8.38763	8.95623	8.92491	9.16753	9.69834
ABF2	8.75014	9.37571	8.59465	8.24505	8.63205	7.95076
YML096W	8.5782	8.02605	8.44921	8.57177	8.9174	8.75164
UBP8	8.5029	9.22368	9.34445	10.2145	9.21969	10.518
SCS2	10.0503	8.87738	9.70613	10.2863	11.6829	10.2454
MAK21	9.02578	8.18075	8.67806	8.87733	10.2909	9.61455
NOB1	11.4363	9.6934	10.6941	8.76018	10.1547	8.66193
YER137C	9.57159	8.44421	8.55258	9.45626	10.693	9.62908
TOS1	6.38909	7.36664	8.31539	13.8173	7.73329	11.985
PRS5	9.67718	9.23591	9.24675	9.5809	9.76948	9.77356
RPS1B	14.2731	8.96583	9.356	6.99689	6.17737	8.35912
ARK1	8.41898	7.8289	8.59409	8.70275	10.4665	9.16806
HSH49	8.80849	8.20419	8.33236	8.60627	10.1954	9.55744
SEC53	9.69912	10.4561	9.37364	9.22346	9.11761	9.23105
FPR4	10.781	8.77407	9.89935	7.49566	9.07769	8.40879
RRD2	8.88102	8.00276	8.68813	9.49284	11.6905	9.29728
UTP8	9.36281	8.59657	9.14708	9.34702	9.61737	9.62883
EFT2	10.1233	14.4601	9.67873	8.77728	8.5113	7.43712
SEC62	9.23372	7.9642	9.16238	9.35748	10.0534	9.71494
SSL1	9.6324	8.56133	9.21356	9.78454	10.8137	9.68528
CSE4	9.84237	8.71657	9.26426	9.88837	10.4449	9.79852
SPE4	10.1215	9.27973	9.85126	8.60497	9.58007	8.58779
MSA1	9.10304	8.04118	9.01459	9.14612	10.8448	9.78644
CDC28	10.4191	9.20688	9.98952	8.60886	9.56198	8.50004
THI6	7.15432	7.73244	8.65412	11.1072	8.02836	11.372
HXT6	13.9429	8.50842	9.83942	6.28795	6.9513	8.47767
FMT1	8.00235	10.5002	10.6307	8.01253	5.23456	8.18601
PEX13	10.5812	8.76668	10.2457	7.97108	9.05416	8.71421
USE1	10.5637	9.62321	7.78372	11.4871	10.2474	12.2625
CIN2	7.4992	8.68619	5.88666	10.3611	8.12947	12.3553
HSP12	3.42634	9.89473	3.83695	10.9089	9.28711	9.79909
PEX19	8.88801	8.70822	8.1153	8.85859	9.70965	9.17896
FYV7	12.5355	9.20064	12.1787	7.3901	10.3191	7.90312
SPC98	8.91412	7.69464	8.40111	9.37803	13.8689	10.2335
TFC8	8.37576	8.27425	8.83386	9.85392	8.56614	10.2052
RVS161	9.64996	8.69432	9.45857	8.73634	8.75203	8.5176
PMS1	8.85896	7.96575	9.03747	9.47845	12.4028	9.82255
SUR1	10.5151	10.0559	11.1521	10.0605	9.97737	9.65019
MSC7	8.44454	8.29081	9.97256	11.6507	9.2495	11.281
RAD24	10.0367	7.71528	8.57341	9.61632	10.7574	10.469
PRS3	10.5092	9.46692	10.076	9.47265	9.51102	9.15087
RNT1	9.8097	9.23517	9.21665	9.02057	8.11959	9.01177
RPL43B	10.1001	10.3491	9.77151	9.70008	7.182	8.85374
YER134C	9.45088	8.09419	9.46208	7.83437	7.09221	8.49171
RRP1	9.77338	8.23798	9.20731	9.55513	10.664	10.2623
HOM6	9.10889	10.1172	8.50582	10.1671	10.9732	9.93035
PUF6	9.39025	8.72133	8.68771	9.24392	9.46432	9.53539
PUS9	9.78057	8.99237	9.22818	9.66267	9.89769	9.89053
SCT1	8.43845	8.27939	9.40293	10.7837	8.85769	10.8396
KRE27	9.67909	8.29174	9.16766	10.056	10.7403	9.51408
MGA2	10.1057	8.56908	10.0632	10.2332	10.7336	11.0824
SWC4	9.53357	8.60788	8.91396	9.34096	10.4112	9.74195
RIM15	9.23378	8.40623	9.40397	9.51927	12.15	10.3066
CDC73	9.33725	8.42419	9.76828	8.54031	8.06126	8.44407
NIT2	8.34321	7.9749	9.17361	9.55021	8.97403	9.26967
IRC6	11.6785	10.3744	9.75472	9.19895	8.43093	9.95764
YLR278C	9.84432	8.92273	9.53869	9.81424	11.686	10.4157
PIP2	8.01689	9.3875	8.90098	9.07502	10.9369	10.2639
MCM22	9.06475	8.43291	9.15618	9.63462	12.4167	9.94202
TIF34	9.77155	9.29999	9.86129	9.27666	8.07164	9.13507
YML108W	11.4533	9.50301	10.1481	8.71104	9.81105	7.80647
RMD5	7.48296	7.72165	8.45695	9.27018	8.09597	8.98526
GYP6	7.85549	7.68529	9.11431	9.58637	8.63341	9.83708
GCN2	8.75459	8.25821	8.90274	8.98065	10.1619	9.18911
YOL114C	7.32749	8.42408	9.84382	7.18272	5.87181	7.42725
RSC6	8.5859	8.70598	9.03038	9.00762	9.74142	9.11857
AHC1	9.93983	9.39268	9.50302	9.82452	11.5343	10.5329
RPS1A	9.47593	12.003	8.91401	8.58855	8.24681	7.89057
HEM14	8.67957	8.50308	9.24985	8.97841	10.6569	9.91874
VAB2	10.1577	8.18801	9.25418	9.57899	11.774	11.4106
CST6	9.79004	8.02754	9.74234	9.71039	11.9328	10.9611
YKL023W	7.9633	5.87086	6.7918	7.58601	9.54497	8.34023
EDC3	8.91714	8.66369	9.06894	9.08827	9.17338	9.09469
GUS1	9.70995	9.92462	9.0239	9.0778	8.1082	9.04081
RHO5	4.81298	6.83094	5.78463	9.78065	6.13243	8.64267
GPH1	10.1558	10.3601	11.2529	9.69922	10.1955	9.68435
ORC1	8.68194	8.38235	9.34636	9.2646	10.6808	9.50295
MKC7	10.4282	8.63729	8.57356	9.88432	11.5259	10.7057
ATX1	10.0655	8.24087	9.8603	11.8695	10.3796	10.3546
MTC1	9.2863	7.93887	8.48999	9.11487	9.92166	9.34223
RBK1	9.96706	8.72432	9.7952	8.50729	9.06317	8.3205
SUI3	9.97683	8.80367	9.73929	8.80676	7.32149	8.83312
IMD3	8.35761	12.5415	10.7198	9.04443	5.55403	7.84094
SAP190	8.6757	8.00184	8.64486	8.94406	9.82215	8.79961
EAF5	9.40061	8.01742	8.71545	9.05457	10.7144	9.97696
SSB2	10.2423	11.7096	9.01838	8.401	9.00874	8.9299
HEH2	8.37105	7.4576	9.27231	9.18975	10.3557	9.27795
AIM44	13.0338	12.2259	12.5387	8.53005	12.6315	7.57476
LYS21	7.40163	6.59426	7.10756	7.27184	7.95045	7.65389
TSC3	9.50854	8.24037	8.52879	9.21675	10.7312	9.72256
NOP10	10.6489	9.17353	9.67548	8.40283	9.46558	8.40335
YOR152C	6.54013	7.6328	7.66389	8.26084	9.52498	7.75706
PKH3	8.79423	7.99291	8.4156	8.58185	9.90717	9.29272
CMS1	9.04371	8.47727	8.75928	9.74097	12.1131	9.41572
SRP72	9.23479	8.03656	8.8168	9.07174	9.98563	9.56194
CDC24	8.15442	8.9497	8.74774	9.74794	8.73915	9.70685
SSB1	9.76023	14.4531	9.44323	8.35537	8.07141	7.87446
GAP1	3.008	3.31169	3.27028	3.30714	3.54667	3.41313
PRP4	7.6975	7.99088	8.9298	10.1029	8.35885	10.2936
RNR4	7.40134	9.87251	7.69263	10.68	9.00874	10.9878
SAM37	8.39341	8.34912	9.52187	9.45097	10.256	9.32647
TIM44	9.62508	8.69554	9.89234	7.50852	9.25598	7.48962
YDR381C-A	6.86638	7.98465	8.72255	12.035	8.11407	10.7401
OCA6	8.38979	7.80885	9.36312	8.9972	10.9815	9.79545
ACP1	12.4345	10.9003	9.82017	8.77418	8.59327	10.3662
ATG13	7.30718	7.86489	8.62021	8.97227	8.31635	9.82688
SWD3	8.84098	8.48804	8.50573	8.85734	9.04511	9.91929
CMK2	9.1664	7.671	8.63424	8.94972	10.2491	9.57572
SYT1	9.67929	8.43856	9.23103	9.79807	10.9598	9.70235
NOT5	8.61509	8.88614	9.1823	9.28468	9.16804	9.19092
YIR024C	10.2984	9.58536	10.9956	6.50799	10.293	6.07363
SAC1	9.29382	7.77108	9.39654	9.75564	10.1541	9.67097
RPG1	10.0337	8.982	9.747	8.23586	9.42745	8.09774
BUD20	13.0952	10.8847	12.0413	9.86444	11.5457	9.47412
GYP1	9.84624	7.66158	7.9517	9.56634	10.0763	9.80994
YJL049W	9.53071	8.43147	9.26537	9.75894	11.1151	9.63949
YLR281C	6.02619	11.9947	11.5884	7.08104	1.11977	6.19189
VNX1	9.98255	8.68125	9.08558	9.82076	11.1265	9.99561
PDX3	7.74984	7.03721	6.93775	7.5642	7.79041	7.97141
IRC3	10.426	8.25263	10.0126	6.44031	8.55272	8.33144
HUA2	9.58737	7.88303	9.38281	11.0221	9.96615	9.68773
MLP1	9.44497	8.17501	9.05151	9.48628	11.159	9.69427
MSB4	11.1608	10.4333	10.7496	9.15418	10.7335	9.47008
NTH2	9.89815	9.4272	9.74844	10.102	12.9177	10.8782
YJR129C	9.69454	10.1881	11.1152	12.4334	10.5071	12.2701
EFR3	9.5022	8.96332	9.52094	9.94035	9.70422	9.55461
PGM3	9.16816	8.82818	9.27273	8.04649	9.01373	8.45218
ARO4	5.35295	6.88922	6.50284	5.56782	4.79333	5.44617
INH1	7.76722	24.5369	8.14194	3.70475	2.9663	2.50429
RPS6B	9.31282	14.3915	8.90188	7.92073	7.75612	6.76193
STE13	9.23156	8.2343	9.02386	9.51275	11.2724	9.46828
RAD14	8.59286	8.88363	9.47268	10.4252	9.05033	10.6995
YGR251W	10.2619	9.03857	9.30461	9.91319	11.7795	10.6227
HIR3	9.33403	8.42426	9.74345	9.62099	10.8938	10.0338
SYH1	9.36688	7.26118	8.26181	8.97751	10.2584	9.66373
RAD28	7.64277	7.02089	8.62453	8.4936	11.9585	9.29111
YPL199C	8.51182	7.42399	8.67426	8.97275	9.74124	8.70889
GET1	8.83374	8.27435	9.7483	10.1215	12.0202	9.55497
CHK1	9.5297	10.1004	9.43964	11.847	9.6534	12.2132
GUP1	8.79356	8.41599	9.9768	11.3615	9.47822	10.3898
RSA4	8.88883	8.43868	8.94597	9.25174	10.473	9.1269
KAR4	11.4509	14.0136	10.6163	8.64304	11.271	8.52055
UBP6	9.72215	9.33484	8.8691	8.54408	8.0934	9.11995
RPL33A	9.61562	8.82916	9.21048	7.62633	8.99606	8.45869
TVP23	9.09368	8.50156	9.13591	9.25226	9.22602	9.76884
NOP14	8.89208	9.0081	8.81027	7.59587	8.9262	7.92288
ASI3	8.07711	8.8181	10.3203	12.9285	9.26765	12.4158
UTP20	9.21499	8.54107	9.68035	9.76243	10.1261	9.59592
TGL1	8.81704	8.20381	8.88527	8.77804	9.36715	9.46973
AIR1	11.0723	9.00534	9.19871	10.681	11.6335	10.9697
YOR296W	9.93949	8.99622	9.66628	9.88078	11.3842	10.2927
PPE1	8.10811	8.03165	9.14798	9.37061	11.053	8.95793
RAS1	10.7239	8.99178	9.3459	10.0003	11.6098	11.7234
PMR1	8.64027	8.22228	9.26045	9.90644	8.90138	9.71509
SHS1	10.6628	8.73022	9.67845	7.86322	9.1837	8.22536
PEX12	8.08699	8.22803	9.20778	9.31287	12.163	9.51448
YAP3	11.848	9.90227	10.2458	8.40644	9.91896	9.50188
PAB1	10.0327	9.49937	9.51553	8.28643	9.67717	8.47819
YRB30	8.75373	8.10273	8.59964	8.87994	10.6523	9.16339
HCS1	8.50213	7.7094	8.37773	8.75733	8.4704	9.37375
SUM1	8.99164	7.39117	8.75864	9.05406	10.7673	9.35205
LAG1	8.62072	7.2169	8.62849	8.83492	10.859	9.13063
YKL075C	8.34931	8.11147	9.17709	9.19308	10.4322	9.03979
SCO1	8.9247	8.76431	9.94389	10.5273	9.60575	10.0228
TOP2	9.48762	8.41947	9.13595	9.61543	9.41602	10.318
MTC6	8.77838	7.34474	7.93799	8.14789	12.69	10.8842
PRP24	8.97286	7.91253	8.83342	8.98487	10.3774	9.31822
TCB2	9.62707	8.1906	9.49171	9.57235	11.0486	10.1579
YOR093C	8.6353	8.71466	9.08253	9.53961	8.84835	9.85513
ULP2	8.63763	8.2201	8.2526	8.43649	9.72963	9.13777
PAA1	8.80547	7.62253	7.82402	9.74707	8.21054	9.85012
SAH1	10.4961	13.6225	10.0772	9.7921	8.93982	9.12451
HUA1	6.79817	7.40474	7.97717	10.327	7.39848	9.70042
RPL10	14.0764	9.27998	8.65451	6.88531	7.44149	8.07487
SIP1	10.8637	9.81921	10.2096	8.51876	10.115	9.21392
IES6	8.88001	8.11825	8.79236	8.79408	10.3572	9.46017
YOL086W-A	12.7777	10.1587	8.8535	7.90921	7.35809	9.37109
YML018C	9.67518	9.06398	8.47003	9.75695	12.118	9.92631
YEL043W	8.87342	7.73224	8.64812	8.85925	10.6612	9.27969
RPL31A	11.3143	13.2189	8.16251	8.60995	8.11485	7.78489
APN2	9.6618	8.89584	9.23849	7.65367	8.70472	8.94688
YJL218W	7.34481	7.48144	8.44219	13.4396	7.48782	12.8879
VPS8	7.76442	8.86741	9.96649	12.1412	9.37933	10.6465
CSR2	9.99673	9.98463	11.3095	9.19846	10.0304	9.24949
PET122	8.29597	8.9079	8.24902	7.50362	8.29183	7.95678
RPL42B	16.3503	22.0279	6.10628	7.39103	4.24031	6.88826
YBR016W	9.70451	8.81817	7.92689	13.4302	14.9693	8.70305
YPR153W	10.3744	7.77093	9.87235	9.87801	11.7597	12.2277
YPR089W	9.11146	8.13223	9.18801	9.224	10.1792	9.454
EXO70	8.42497	7.85053	9.00307	8.87203	9.31834	9.03311
MOG1	10.8785	10.7375	10.9252	9.92344	10.8974	9.72395
NEW1	9.79381	9.13043	10.6721	9.35272	8.55432	8.96179
RPL16A	10.5511	12.2068	8.34268	8.4969	8.3643	8.14087
AIM25	8.9664	8.92295	9.66354	8.47275	8.79754	8.83823
THP1	8.19819	8.11169	8.84192	10.1421	8.33843	10.2579
MVP1	9.55327	7.32938	8.34705	9.19564	11.4668	9.67424
IRC21	9.96598	8.50041	9.31589	9.55756	10.5822	10.5931
SLK19	9.73168	10.0952	8.91082	8.31999	9.29796	8.67609
VMA11	9.40319	8.2563	10.2753	10.5151	11.1859	9.94
CUE3	10.2382	8.98296	9.50323	8.73259	8.92154	9.04508
PBI2	9.23789	18.7094	9.04579	7.27388	5.95542	6.43593
RPL39	9.36476	12.622	9.04137	8.37863	8.33972	8.13243
HGH1	8.85172	8.75102	8.01169	9.41213	8.75083	10.3948
TAD3	8.03028	8.35315	7.89231	9.99045	7.99596	10.6468
YDR415C	9.21497	8.4204	9.26041	9.50378	11.1941	9.54023
MRC1	9.8487	8.60005	9.54239	9.85214	11.4022	10.0484
MOB2	10.1003	8.52201	8.45507	9.74811	10.0482	10.2945
HEM12	9.50198	9.10816	9.96053	9.40041	8.28984	8.68851
SRP101	9.49333	8.2131	8.7992	9.05213	10.0184	10.1867
MDM38	9.38438	8.69689	9.25151	9.56223	9.87096	9.31981
YMR087W	9.30676	9.14726	10.2844	7.86533	9.25155	8.72766
DEF1	11.2794	8.76776	9.38559	8.15094	8.31766	8.77986
CBP2	8.5692	9.12794	9.42145	8.10229	6.22874	8.63975
NUP116	8.34831	7.29712	8.20662	8.19823	9.39642	8.82153
PRP40	8.91244	7.71652	8.62036	8.9213	10.6565	9.1615
PEX1	8.27979	8.24687	9.06703	9.80865	8.60948	10.6349
ATG26	8.66234	7.71166	8.82015	8.82698	10.5518	9.18414
NIP1	10.2118	8.97409	9.46673	8.25921	9.27249	8.62874
ZRG8	10.3595	9.5332	9.58369	8.61747	9.70805	8.8886
HSP104	7.65801	8.45853	8.90051	9.00564	9.18267	8.84102
UBP16	9.52741	9.08458	9.89826	11.05	9.47224	11.4694
MSO1	9.06963	7.7202	8.17302	8.87213	10.8741	9.16487
TAF13	9.34688	8.20337	8.96349	9.40035	10.7661	9.3814
FBP26	7.56121	7.82104	8.13942	8.70295	7.85212	8.83564
GRS1	10.1044	10.6079	9.48671	9.57414	9.60777	9.01711
SOL3	8.95506	7.50437	8.95109	7.28118	8.05122	7.06283
TAH11	9.24548	7.92806	8.74901	9.96422	13.0947	9.34671
PIN4	8.83847	7.09981	7.38205	8.15457	9.1853	9.9941
RPP2B	10.1451	15.7592	8.62388	8.39051	7.35191	7.1167
CEM1	6.50844	6.03486	6.52592	5.25396	6.24736	5.8243
RTK1	6.23308	6.995	8.13228	9.70539	7.69822	8.25672
SPC3	9.79567	7.41626	9.12649	9.46383	11.4517	10.2515
VTC2	11.1889	8.94186	10.0884	8.09083	9.38121	8.79668
TAD1	8.60075	8.06813	8.67412	8.67038	8.79377	9.02629
VPS54	8.73447	8.03152	8.98427	8.92815	10.761	9.3474
HOM2	4.78546	7.08726	5.68148	5.0053	3.29257	4.745
YJR084W	8.71651	7.63991	8.42892	8.7761	8.69448	9.63055
GCD7	10.052	8.90358	9.85179	8.99524	9.16724	8.51533
BTT1	13.6842	8.95558	10.3839	7.99591	7.71635	9.42748
CBP3	9.82756	8.93922	9.66334	8.92486	9.18524	8.71376
PUS1	7.37649	6.8334	6.9992	7.1534	8.42246	7.7403
LUC7	8.22672	8.2536	8.89063	8.82871	8.71864	9.17857
AKL1	8.92772	8.52965	9.33904	9.54936	9.09184	9.78468
NUP42	8.29505	7.53522	8.63116	8.63752	10.2967	8.79126
RPL13A	9.56655	14.0673	8.78066	8.32238	8.04713	7.21797
GOR1	9.02479	9.99905	10.8069	9.12098	7.92532	9.2759
YGR149W	6.99533	7.25339	8.76854	9.41023	10.6828	7.95435
LSM6	9.60312	7.40806	7.36129	8.82741	9.73793	10.199
TMA23	10.0205	7.75901	8.13058	10.9216	12.2073	8.93829
NSG2	8.24457	8.02691	8.42528	9.14616	8.23461	9.9098
BEM1	9.56216	8.55372	9.72376	9.9722	9.92129	9.86053
HSP82	9.07041	7.86839	9.13698	9.34626	10.7554	9.27102
RPL34A	9.12959	12.1289	9.73008	9.53457	7.42477	8.31909
YLR419W	10.002	8.76924	9.88629	7.95447	9.36263	8.36668
RRP7	8.79011	8.76505	8.65137	8.90049	10.0401	9.0994
DBP10	9.27989	8.53443	9.28135	9.36309	10.7144	9.55511
SEC10	8.44269	8.49256	8.80534	8.72565	10.4849	9.27978
CDC7	10.1615	9.75824	9.72265	9.96919	11.514	10.5849
PEX5	10.7592	9.57921	10.2222	8.7482	10.0679	9.03429
END3	9.23262	8.56781	9.492	8.48452	8.66446	8.6891
RAD59	9.36649	9.36948	10.4283	10.3425	13.3077	10.669
LEU4	7.48327	6.48562	7.08571	6.44174	6.61176	6.48995
YDL176W	10.2682	8.8762	9.51876	9.95716	11.523	10.3572
YLR243W	8.52816	8.90211	9.65512	10.1644	11.2424	9.17807
FAD1	7.73224	8.32061	8.23655	11.7402	7.73804	11.5356
MDM32	8.06585	8.03041	8.60046	8.26192	9.96954	9.1546
OCA5	7.71316	7.55902	8.07808	8.18073	9.15932	8.00338
PIB1	7.88794	9.50461	10.1565	13.6922	9.1508	12.4022
YDR239C	8.95083	7.9799	8.55415	8.58259	9.94793	9.44084
STT3	9.50495	7.72901	9.775	10.0409	11.2616	9.74116
ECM16	10.1843	8.85406	9.13699	9.82499	10.3539	10.207
RPS29A	11.0736	9.48203	8.97202	8.59476	4.90387	8.816
SPT23	8.67033	6.88074	8.06301	8.11563	9.87675	9.40494
HLJ1	9.56837	8.98872	9.78171	10.0602	12.2586	9.99158
