	log2FoldChange	FDR
YGL110C	-0.118963347	0.510449029
YGR052W	-0.252916076	0.510449029
YMR132C	0.156721441	0.510449029
TA(AGC)P	2.679470023	0.510449029
YBL056W	-0.098494308	0.510601325
YNL332W	-0.501199536	0.510601325
YDR218C	0.309795723	0.511040599
YJR067C	-0.164878807	0.511040599
YLR125W	0.20799023	0.511040599
YPL152W-A	-1.25308113	0.511040599
YIL138C	-0.217083804	0.511387951
SNR31	-0.237798828	0.511387951
YLR149C-A	0.892740356	0.51150815
YNL250W	0.134078032	0.512885804
YKL083W	0.251621465	0.513019699
YKL222C	0.16427285	0.513618567
YCR099C	0.306619433	0.5137441
YER165C-A	-0.70889397	0.513772686
YOR112W	-0.33014674	0.513921501
YBR223C	0.298715887	0.514056222
YNL069C	-0.185758579	0.514056222
YER124C	-0.139987541	0.514109701
YJL061W	-0.135381642	0.514109701
YJR024C	-0.145900678	0.514109701
YOR017W	-0.251634851	0.514109701
YHR095W	1.400835955	0.514424009
YLR319C	-0.222018605	0.514424009
YDR304C	-0.17080661	0.514433272
YDL084W	-0.100974985	0.515320104
YHR143W	-0.097511688	0.515320104
YIL059C	0.332364397	0.515320104
YNR069C	0.270449167	0.515320104
YFR054C	0.314829293	0.516515031
YGR185C	-0.103380578	0.516515031
YLR385C	-0.719666208	0.516515031
YER172C	-0.174269083	0.516552223
YGL164C	-0.138622135	0.516650863
YJL145W	-0.123664968	0.516650863
YHR054C	-0.514913351	0.51698892
YIL047C	0.210011043	0.51698892
YIR002C	-0.12196889	0.51698892
YML128C	0.165070621	0.51698892
YMR004W	0.148575495	0.51698892
YOR321W	-0.357014829	0.51698892
YPR170C	0.344074034	0.51698892
YLR091W	0.251396181	0.517080766
YNL010W	-0.167562951	0.517080766
YOR268C	-0.827535544	0.517080766
YPL113C	0.144596051	0.517080766
YLR320W	0.155322215	0.519461831
YLR211C	0.213897282	0.520416474
YLR123C	0.281831469	0.520512729
YFL032W	-0.768267058	0.521028068
YGL074C	0.597661804	0.521348689
YGR193C	0.106996824	0.521988338
YAR020C	0.418998853	0.523267495
YER053C	0.187999711	0.523267495
YLR282C	-0.716301993	0.523267495
TK(UUU)L	1.067078866	0.523267495
YNR010W	-0.175793925	0.52379409
YDR519W	-0.155275789	0.525218891
YGL132W	0.370100435	0.525218891
YHR215W	0.297716872	0.525218891
YAR029W	0.29678473	0.525569356
YMR149W	-0.121314895	0.525833674
YDR388W	-0.098961123	0.526560307
YNL038W	-0.149693931	0.526847625
YIL119C	-0.212625621	0.528496808
YHR107C	-0.195033268	0.528775908
YCR095C	0.150804316	0.530000601
YDL219W	-0.183216072	0.530000601
YER046W-A	0.423996144	0.530000601
YMR193W	-0.140868554	0.530000601
YGR023W	0.249249013	0.530373972
YPL235W	-0.090055418	0.530373972
YBL095W	0.202799687	0.531607864
YOL063C	0.108300159	0.531607864
YIR003W	-0.225358378	0.531651215
YJR023C	-0.407477508	0.532174725
YNL188W	-0.139885609	0.532516359
YML099C	0.202113651	0.533955109
YPL093W	0.087624798	0.534034233
YDR283C	-0.139739501	0.534097964
YER067C-A	-0.292607933	0.534097964
YPR129W	0.18376218	0.534097964
YOR096W	-0.195634134	0.534232876
YPR146C	0.200139376	0.534393422
YDR479C	0.106397482	0.535504567
YER134C	-0.168574291	0.535504567
YJR056C	0.161579828	0.535504567
YER038C	0.158496653	0.536177057
YDL153C	-0.090754205	0.536726219
YPR040W	0.183074922	0.536726219
YDL189W	-0.183620001	0.536769206
YDR316W	-0.099429736	0.536769206
YER066W	0.189884865	0.536769206
YGL113W	0.134482459	0.537158037
YNL030W	-0.221249247	0.537158037
YBL086C	0.169443626	0.537591575
YDL094C	-0.40277152	0.53787232
YBR096W	-0.140143773	0.540250204
YHL041W	1.072842605	0.540776987
YLR292C	-0.171012525	0.540776987
YOL004W	-0.249744543	0.540776987
YDR421W	-0.112540788	0.541174742
YBR233W	-0.382409728	0.541259868
YCR009C	-0.150045007	0.542922008
YCL001W-A	0.350566659	0.543016672
YOR355W	0.175523513	0.543459947
YBR293W	0.130726189	0.543836014
YGR070W	-0.274527419	0.543836014
YJR142W	-0.157692301	0.543836014
YLR023C	0.105168095	0.543836014
YLR152C	0.145793038	0.543836014
YDR439W	0.14661672	0.544931634
YOR253W	-0.153365088	0.545265955
YPL181W	-0.12339511	0.545771892
SNR189	-0.871922091	0.546706989
YDR195W	-0.115459646	0.547084009
YBR030W	-0.246509178	0.547129096
YDR209C	-0.180254541	0.547129096
YOR207C	-0.179280509	0.547129096
YIL092W	0.118280942	0.547285821
YGL194C	-0.163083096	0.548791316
YFR036W-A	0.304609661	0.548973543
YGL149W	-0.769709259	0.548973543
YMR177W	-0.278002382	0.548973543
YJR132W	-0.191494208	0.549059569
YBL004W	-0.153414458	0.549418269
YLR294C	-0.205726945	0.549951454
YDR062W	-0.126971909	0.55062418
YDR466W	0.210275009	0.55062418
YER119C-A	0.629731303	0.551084716
YIL140W	-0.285408947	0.55151255
YBL113C	-0.350498639	0.551781672
YDR034W-B	0.314474975	0.551781672
YDR078C	0.21572804	0.551781672
YGL053W	0.154161621	0.551781672
YGR149W	-0.157454984	0.551781672
YMR021C	-0.111613617	0.551781672
YER138W-A	-0.729645535	0.5523378
YBR156C	-0.376025581	0.553449741
YDR372C	-0.119230064	0.553449741
SNR66	0.472732413	0.553449741
YBR189W	-0.197971614	0.553523609
YIR042C	-0.264798324	0.553955798
YDR034C-D	-0.443297236	0.5540675
YEL063C	0.218954041	0.5540675
YLR214W	0.12690966	0.5540675
YGR034W	-0.213725517	0.554483183
YDR541C	0.136277543	0.554757657
YKR095W-A	-0.220078455	0.555425003
YGL027C	-0.206493086	0.555760811
YOR377W	0.140853413	0.555996141
YHR089C	-0.113823805	0.556269341
YAL064W	0.812404771	0.556413695
YLL045C	-0.15946128	0.556790524
YKR073C	1.087151252	0.556954346
YDR014W-A	0.308746623	0.558242644
YNL036W	0.155466309	0.558242644
YKL062W	0.103226422	0.55826228
YBR037C	0.171168384	0.558679911
YKR060W	0.121898003	0.558679911
TG(GCC)G1	1.55744627	0.558833239
YBR044C	0.092580452	0.558891222
YCL007C	0.441085545	0.559517094
YDL020C	0.101828559	0.559517094
YGL076C	-0.18177752	0.559517094
YGL133W	0.173046376	0.559517094
YKL064W	-0.115084153	0.559517094
YLR087C	-0.208448672	0.559517094
YLR121C	-0.192527284	0.559517094
YOL126C	-0.111384578	0.559517094
SNR161	-1.142517795	0.559517094
YER152C	-0.131539547	0.559738273
YOR324C	0.16077373	0.560025384
YMR150C	-0.140953812	0.560608692
YNR064C	0.288672515	0.561303744
TP(UGG)M	-0.703700389	0.561561897
YPL216W	0.136197063	0.561719738
YHR019C	-0.151391207	0.561788236
YBL012C	-0.731944265	0.56200138
YDR253C	0.185714441	0.56200138
YPR063C	0.13636676	0.56200138
YPR019W	-0.202184398	0.562047476
YDR400W	-0.170344879	0.562248001
YML023C	0.112958125	0.562248001
YBR148W	-0.203724899	0.565582171
YCL037C	-0.389463971	0.565582171
YDL043C	-0.118936439	0.565582171
YJL007C	0.579566805	0.565582171
YGL224C	-0.130772179	0.565766956
YDL240C-A	0.701379028	0.56597678
YDL171C	0.195324026	0.566241265
YGR260W	-0.094120492	0.567115206
YPR102C	-0.194608303	0.567131139
YBL085W	-0.181726066	0.567718037
YHR108W	-0.201251419	0.569339383
YDR406W	0.130452883	0.569921447
YEL028W	0.203682009	0.569921447
YGL175C	-0.422910039	0.569921447
YJL109C	0.219503576	0.569921447
YLR002C	-0.100506226	0.569984224
YHR003C	0.098686849	0.571730908
YIL102C	-0.304138936	0.572004225
YMR256C	-0.239499526	0.572004225
YNL073W	0.115118424	0.572004225
YDR326C	-0.239438738	0.572261442
SNR18	0.377076463	0.572582629
YER142C	0.171079169	0.572607767
YGR002C	0.174414916	0.572607767
YKL018W	0.108446264	0.572607767
SNR7-L	-0.742227567	0.57379326
YDR531W	0.113903116	0.574483468
YKR034W	0.392968844	0.574591109
YML063W	-0.202367028	0.574591109
YBR219C	0.926556142	0.574704158
YIL152W	0.114576326	0.574704158
YLL021W	-0.316267233	0.575196148
YLR202C	0.297432664	0.575196148
TE(UUC)J	0.914152961	0.576251316
YHR070C-A	0.275420873	0.576716111
YGR032W	-0.187267145	0.577734262
YGR062C	0.118975665	0.578089296
YBR005W	-0.118635279	0.578653346
YIL096C	0.130854272	0.578653346
YLL003W	0.096526331	0.578653346
YJL177W	-0.151620663	0.578691728
YGL232W	-0.142090764	0.580496387
YMR141C	0.234798888	0.580718265
YER117W	-0.193493274	0.580719113
YNR071C	-0.165668912	0.582769223
YGR205W	-0.126590443	0.58368125
YML074C	0.147064032	0.583744925
YNL302C	-0.19701507	0.583914927
YBR191W-A	-0.292500857	0.58401864
YGR261C	-0.114440131	0.58401864
YHR032W-A	0.339333924	0.58401864
SNR36	-0.59841903	0.58416326
YBR182C-A	-0.473806809	0.584567121
YPL106C	0.12347153	0.584567121
YMR002W	0.123581504	0.584766433
YMR169C	0.288811211	0.585113617
YBR231C	0.20853278	0.587549793
YOL030W	-0.136482924	0.588127865
YIL074C	0.093400803	0.588205816
YKL031W	0.392800247	0.588216487
YLR163C	0.103423545	0.588323022
YHR155W	0.148518012	0.588371035
YER157W	-0.128985435	0.588512061
YFL016C	0.162899591	0.588512061
YIL053W	0.137662688	0.588512061
YCR016W	-0.122328137	0.590017681
YBR032W	0.313126692	0.590114379
YER176W	-0.244785547	0.590114379
YGL120C	0.139431267	0.590114379
YLR069C	-0.131915109	0.590114379
YNL264C	0.151632376	0.590114379
YHR013C	-0.110614604	0.590888783
YMR298W	-0.152293413	0.590888783
YDR508C	0.282202182	0.592133954
YMR238W	-0.109135837	0.592133954
YOL069W	-0.152277431	0.592133954
YPR140W	0.099499148	0.592133954
YAL028W	0.217327737	0.59363923
YDL033C	0.184309077	0.59363923
YHR196W	0.113645068	0.593971155
YOR199W	0.526554366	0.593971155
YOR305W	-0.138180943	0.593971155
YJL113W	0.23399861	0.596042107
YEL052W	-0.090659605	0.596691507
YKL063C	0.132425376	0.596691507
YNR027W	0.239562435	0.597599168
YKL075C	0.127455833	0.597639911
YJR115W	0.171053595	0.597743359
YNR034W	0.190873479	0.597743359
YJR042W	-0.109866077	0.597864702
YOR284W	-0.165740036	0.599248301
YPL211W	-0.13490864	0.599248301
YHR182C-A	0.846853788	0.600021354
YPR131C	-0.153313624	0.600021354
YKL056C	-0.194146558	0.600505786
YPR073C	-0.136180974	0.600505786
YLR402W	0.375789705	0.600724927
TT(AGU)B	1.610714645	0.600724927
YPR178W	0.145679547	0.600940967
YLR252W	-0.209110914	0.601283059
TW(CCA)K	1.204364282	0.601469364
YDR403W	0.173248407	0.601630691
YJR053W	-0.345678934	0.601630691
YPR132W	-0.183773591	0.601630691
YEL045C	0.556663225	0.603133302
YGL072C	0.433072756	0.603133302
YLR109W	0.150743009	0.603133302
YPL112C	0.12117234	0.603133302
YML080W	-0.151565687	0.603236777
SNR74	0.564174155	0.603671378
YDR525W	1.009917182	0.604373837
YML024W	-0.19747484	0.604890896
YGL031C	-0.216554702	0.604986797
YJL129C	-0.198132437	0.604986797
YOR132W	0.139781756	0.605127349
YER091C-A	-1.106019069	0.605137545
YPL170W	-0.130504149	0.605216325
YDR197W	0.119988812	0.605504965
YGL251C	0.176100843	0.607578018
YER186C	-0.101580562	0.607644039
YNL212W	-0.083909747	0.607644039
SNR68	0.315830772	0.607644039
YJR010C-A	-0.172519278	0.607691008
YLR275W	0.162840146	0.607691008
YJR151C	-0.235124041	0.607936579
YBL021C	-0.131418948	0.609053935
YAR066W	-1.273094595	0.610385368
YDL207W	0.090438355	0.612248746
YML078W	-0.152509885	0.612955681
TK(UUU)D	1.343295563	0.614154075
YDR156W	0.155437727	0.614220737
YLR098C	0.16166476	0.614349892
YGL007C-A	0.403032189	0.615038785
YHR015W	-0.307963906	0.615038785
YJR113C	0.11429766	0.615467392
YER084W-A	0.76738053	0.616234739
YFL041W	0.148542014	0.61662326
YPL248C	0.199182268	0.617623735
YHL009C	0.097095057	0.617679977
YML081C-A	-0.211173382	0.617679977
YNL246W	0.117703226	0.617679977
YLR334C	-0.525410878	0.618695557
YMR065W	-0.147497136	0.619368326
YCR017C	-0.120018774	0.620216764
YHR039C	-0.157336611	0.620216764
YCR050C	0.356883362	0.62142339
YCL057C-A	-0.165055675	0.621429206
YOL156W	0.228793061	0.621502943
YDL210W	0.144386331	0.62167396
YER131W	-0.186713631	0.622337624
YJL045W	0.169736353	0.622368277
YJL087C	-0.140238067	0.622368277
YOR005C	0.111586489	0.622368277
YOL099C	0.340154801	0.622648181
YFR009W	-0.074645964	0.623017277
YDR243C	-0.174140787	0.623496132
YKL068W	0.285191008	0.623496132
YDL119C	-0.140566807	0.625195132
YBR267W	0.113057206	0.625353921
YDR374C	0.389370427	0.625353921
YEL041W	0.137414868	0.625353921
YFR019W	-0.226941356	0.625353921
YIL046W-A	0.341830268	0.625353921
YJL103C	-0.132763728	0.625353921
YOL014W	0.192433782	0.625353921
YPL049C	0.150033066	0.625353921
YLR068W	-0.1755318	0.625378566
YGL212W	-0.179860698	0.62564168
YBR077C	0.144009384	0.626098109
YMR292W	-0.140338382	0.626098109
YBL081W	-0.364538288	0.626969926
YDR108W	-0.113091916	0.627280182
YML086C	-0.180000076	0.627280182
YNR051C	0.112471598	0.627280182
YLR387C	-0.10059329	0.628245652
YMR087W	-0.135396114	0.628575337
YMR196W	0.088508071	0.628575337
SNR76	-0.241915809	0.628740105
YER038W-A	0.447796656	0.630070422
YER152W-A	-0.678025007	0.630294466
YDR447C	-0.171290253	0.630429071
TP(UGG)N2	-2.170089981	0.630429071
YGL191W	-0.174131774	0.630470104
YDR273W	0.175583496	0.630707964
YHR033W	-0.23504486	0.630707964
YGR282C	-0.131899825	0.631612742
YHL037C	0.711776955	0.631612742
YLR157C-B	1.495252524	0.631612742
YMR151W	0.285229047	0.631612742
YJR010W	-0.148280698	0.632032932
YNL146C-A	0.408998168	0.633717125
YLR105C	0.092867555	0.634503979
YKL119C	-0.122691645	0.634602252
YMR316C-B	-0.30570089	0.634602252
YHR091C	0.259593729	0.635732537
YLR095C	-0.30013697	0.636211764
YDR504C	0.214012161	0.63657446
YLR369W	-0.103819406	0.63657446
YLR050C	-0.168834076	0.636722292
YOL154W	0.146403738	0.637229288
YGR233C	-0.155199556	0.637277096
YJL067W	0.244325554	0.637277096
YKR100C	-0.108716283	0.637277096
YNL022C	-0.088506174	0.637277096
YOL072W	0.12170763	0.637277096
YPL041C	0.208013184	0.638597332
YGR144W	0.170280164	0.638726777
YDL216C	-0.125271115	0.63921913
YNL170W	-0.298640941	0.640014771
YJL057C	-0.104720585	0.640025108
YGL063W	-0.187374711	0.640190017
YBR014C	-0.138424546	0.640555435
YEL043W	0.236926377	0.640555435
YEL074W	0.376952723	0.640555435
YGL033W	0.282880184	0.640555435
YNL067W-B	-1.085899678	0.640555435
YOR121C	0.221294455	0.640555435
TN(GUU)K	2.211384135	0.640555435
YJR055W	0.144489303	0.640717035
YGL261C	-1.525089923	0.641182761
SNR42	-0.328154497	0.641182761
YJL039C	-0.197688562	0.64120248
YMR113W	-0.10346627	0.64120248
YOR297C	-0.144338854	0.641678539
YLR274W	-0.125596851	0.642942909
YGR139W	0.45679312	0.64300564
YHR064C	-0.073129848	0.644070792
YER079C-A	-1.90826818	0.644743024
YBR228W	0.137062596	0.644777211
YDL083C	-0.161166254	0.644777211
YDR398W	0.175330439	0.644777211
YEL048C	0.212167647	0.644777211
YGR021W	-0.118815383	0.644777211
YPR091C	0.154353263	0.644777211
YLL018C	-0.148603392	0.645450721
YML099W-A	0.271872096	0.645974721
YBR055C	-0.079998271	0.647029686
YDR162C	0.09405711	0.64754725
YBL100C	-0.311027856	0.647755971
YML016C	-0.078930683	0.647755971
YDR087C	-0.094344385	0.648135459
YMR158W	-0.141722231	0.648549271
YDL123W	0.195458422	0.648811867
TL(CAA)A	1.528699567	0.648951352
YBR181C	-0.155327166	0.650334043
YDR526C	0.687631671	0.650334043
YEL001C	-0.119551153	0.650334043
YEL054C	-0.162377684	0.650334043
YGL068W	-0.168427001	0.650334043
YGR148C	-0.178430141	0.650334043
YGR246C	0.082285616	0.650334043
YIR039C	-0.192098872	0.650334043
YKR027W	-0.239363726	0.650334043
YKR041W	-0.372194848	0.650334043
YLR037C	0.183854279	0.650334043
YLR176C	-0.198052388	0.650334043
YLR324W	0.136662107	0.650334043
YMR296C	-0.214731901	0.650334043
YNL266W	0.316282155	0.650334043
YOL007C	-0.175866517	0.650334043
YOR141C	0.180254904	0.650334043
YOR227W	0.12218512	0.650334043
TI(UAU)L	-2.564941585	0.650334043
TK(UUU)O	-1.004136561	0.650334043
YBL005W	0.148464096	0.650409056
YER143W	0.073044751	0.650421114
YCR095W-A	0.367131704	0.651048772
YLR448W	-0.141178635	0.651048772
YKL180W	-0.156454793	0.651228139
YEL009C-A	0.509391174	0.651375437
YML002W	0.095578326	0.651375437
YGL060W	-0.158137074	0.652140222
TI(UAU)D	-2.548656541	0.65255976
YDR406W-A	0.369640441	0.653235603
YGL173C	-0.190812847	0.653235603
YMR010W	-0.145900674	0.653235603
YHR159W	0.116314879	0.653260764
YDR320C-A	-0.178821083	0.653785835
YER080W	0.080858522	0.654137803
YER150W	0.141582115	0.654137803
YMR115W	0.089096672	0.654137803
YER034W	0.199338106	0.654825565
YGL194C-A	-0.189719901	0.656860873
YLR185W	-0.167165942	0.657167146
YML123C	-0.093929484	0.657167146
YMR190C	-0.230808873	0.657167146
YJL135W	0.851102497	0.657892155
YIL113W	0.293160465	0.657964311
SNR64	-0.956830387	0.658341131
YLR367W	-0.133692473	0.658509649
YAL051W	0.252450252	0.659538054
YAR047C	0.279959338	0.659538054
YBR153W	0.108054268	0.659538054
YBR213W	0.231110941	0.659538054
YDL009C	0.150946931	0.659538054
YDR183C-A	0.281834505	0.659538054
YHR173C	-0.330310825	0.659538054
YIL090W	0.11096606	0.659538054
YIR017W-A	1.032130163	0.659538054
YJL186W	0.088859746	0.659538054
YJR031C	-0.18100033	0.659538054
YJR129C	-0.191801663	0.659538054
YKL141W	-0.144735219	0.659538054
YLR043C	-0.153113283	0.659538054
YLR393W	-0.378898763	0.659538054
YML091C	-0.163272819	0.659538054
YNR025C	0.195377329	0.659538054
YNR074C	-0.15398465	0.659538054
YOL077C	-0.121809081	0.659538054
YOL163W	-0.238605262	0.659538054
YOR021C	-0.118433551	0.659538054
YOR225W	-0.339722797	0.659538054
YOR296W	0.088028349	0.659538054
YPL097W	-0.106668895	0.659538054
YPL126W	0.088251498	0.659538054
YPR072W	0.074081547	0.659538054
YBR204C	0.129440879	0.660068832
YHR100C	0.121593784	0.660165734
YBR292C	0.228931609	0.66056741
YDL046W	0.121993855	0.66056741
YDR060W	0.088568252	0.66056741
YGL153W	0.122590885	0.66056741
YGL168W	0.186304967	0.66056741
YPL141C	-0.257297896	0.66056741
YPR156C	-0.135857388	0.66056741
YBL091C	0.085030524	0.66201682
YJR094W-A	-0.143277882	0.662146372
YBR257W	0.122880159	0.662868769
YGR049W	0.122694735	0.663482071
YFR031C-A	-0.137502577	0.663628168
YIL022W	-0.129225692	0.663966732
YIL147C	-0.155314546	0.664243652
TW(CCA)M	-2.119568007	0.664243652
YDR509W	2.40516708	0.664325219
YIL156W-A	0.774087099	0.664325219
YDR250C	-0.791762461	0.664763809
YLR227W-B	-0.446907331	0.664763809
TH(GUG)M	0.786561536	0.664763809
YER090W	-0.083562595	0.664958577
YOR073W-A	-1.08719437	0.664958577
YER175C	0.112996086	0.665057804
YML119W	0.101186492	0.665057804
SNR30	-0.376832769	0.665057804
YJL173C	-0.153503968	0.665183744
YDL233W	0.20365525	0.665453456
YER025W	-0.073006357	0.665453456
YBL057C	-0.098308626	0.665797365
YER074W	-0.185308183	0.665797365
YHL027W	0.14740771	0.665797365
YLR197W	-0.090900294	0.665797365
YLR220W	0.085562142	0.665974366
YLR235C	-0.749261482	0.666748325
YFL064C	-2.101107737	0.668164312
YHR135C	-0.094921093	0.668164312
YBR091C	0.126005414	0.66834642
YCR059C	0.135839344	0.66834642
YDL157C	-0.145656004	0.66834642
YEL050C	-0.103136818	0.66834642
YLR390W-A	-0.104279105	0.66834642
YPL090C	-0.170202907	0.66834642
YHR031C	-0.245401616	0.668428866
YHR099W	-0.184383047	0.668428866
SNR70	0.222734796	0.668428866
YBR049C	-0.166346863	0.668607567
YIL025C	-0.38625178	0.668607567
YHL033C	-0.117087676	0.669112104
SNR72	0.556969095	0.669112104
YJL211C	0.252490717	0.670247015
YAL064C-A	0.20894048	0.670559479
YLL063C	0.169330219	0.670725725
YPR011C	-0.100999944	0.670725725
YER086W	0.21438538	0.673526654
YHR132C	0.080521408	0.673526654
YLR014C	0.215592104	0.673526654
YMR240C	-0.092788163	0.673526654
YOL120C	-0.138473471	0.673526654
TA(UGC)E	1.541312985	0.675071467
YCR060W	0.133736107	0.675242047
YGL092W	-0.215461613	0.675242047
YPR028W	-0.144617039	0.675242047
YCR027C	-0.118064725	0.676027408
YGL243W	-0.107821959	0.676027408
YLR441C	-0.1732549	0.676027408
YMR130W	-0.117728006	0.676027408
YOL076W	-0.181439648	0.676027408
YOR044W	0.18456053	0.676027408
YPL157W	0.099470657	0.676027408
SNR37	-0.482314751	0.676027408
YBL066C	0.203233423	0.676106728
YCR020C	0.20272481	0.676106728
YDR461C-A	0.185624978	0.676106728
YGL071W	0.244225235	0.676106728
YKL136W	0.211744779	0.676106728
YNL278W	-0.287245285	0.676106728
YOR049C	0.103710024	0.676106728
YOR239W	-0.18994537	0.676106728
YHL048W	0.140932189	0.676417661
YKR074W	-0.156587188	0.676417661
YGR058W	0.170481087	0.676566638
YGR106C	-0.10983366	0.676566638
YBR187W	-0.163287524	0.677074714
YDR077W	-0.090830933	0.677074714
YDR247W	0.113966236	0.677074714
YDR249C	-0.133887933	0.677074714
YDR471W	-0.188608966	0.677074714
YER164W	-0.238396018	0.677074714
YGR047C	-0.193222224	0.677074714
YKL102C	-0.620777719	0.677074714
YLL026W	0.099562779	0.677074714
YML041C	0.1207023	0.677074714
YMR230W	-0.190667002	0.677074714
YMR306C-A	0.489538035	0.677074714
YNL101W	0.114268801	0.677074714
YNL130C-A	-0.690192864	0.677074714
YNL159C	0.113201747	0.677074714
YOR039W	-0.097746906	0.677074714
YOR243C	-0.080756189	0.677074714
YPL225W	-0.162722151	0.677074714
YBR227C	-0.094189506	0.677168737
YCR067C	-0.238030966	0.677168737
YJL071W	0.124766885	0.677168737
YLR188W	-0.240686249	0.677168737
YNL331C	0.11251944	0.677168737
YBR192W	-0.105399495	0.677567229
YMR242C	-0.163511635	0.677567229
YPL158C	0.175350483	0.677567229
YMR203W	0.074328772	0.677840437
YOR369C	-0.169349856	0.677840437
YGL252C	-0.07173478	0.678808939
YAL016C-A	0.451228269	0.679125452
YBR126C	-0.07217139	0.679125452
YKL033W	-0.112575586	0.679125452
YML111W	0.150254201	0.679662596
YGR104C	0.103184647	0.680288557
YBR128C	0.192505128	0.680790787
YBR069C	0.059448029	0.681088565
YDL118W	-0.460188171	0.681088565
YIL069C	-0.143833707	0.681088565
YBR064W	0.632235394	0.681513385
YDR278C	1.739396896	0.681513385
YOR055W	0.482784541	0.681686368
YBR185C	-0.104423369	0.682430959
YML117W	-0.177072645	0.682587378
YOL162W	-0.248789858	0.682587378
YPL159C	0.112097057	0.682773411
YDL077C	-0.148927229	0.683295852
YGR145W	-0.090021901	0.683295852
YML026C	-0.175413014	0.683295852
YGR257C	0.07965888	0.683447241
YDR481C	0.144548874	0.684473898
YOL050C	0.454066209	0.684473898
YPL257W	0.171877451	0.684473898
YCR037C	0.087622004	0.685444572
YML106W	-0.09969714	0.685636639
YLR281C	0.209575081	0.686099592
YJL027C	0.625771586	0.686362201
YJR118C	-0.161645498	0.686362201
YMR308C	0.131691509	0.686362201
YOR008C-A	-0.589326268	0.686362201
YCR003W	-0.140072734	0.686428926
YCL002C	0.113931993	0.687342573
YGL082W	-0.108461505	0.687802668
YLR435W	-0.112300434	0.687802668
YIL060W	0.268479474	0.688006359
YKL159C	0.148947421	0.688006359
YAR015W	0.119163861	0.68855149
YDL102W	-0.151779608	0.68855149
YLR371W	-0.145858622	0.688884954
YPR032W	-0.202785526	0.689471525
YBR296C-A	0.228733293	0.691397591
YDR418W	-0.154452741	0.691397591
YPL185W	-0.268524803	0.691540964
YBR222C	-0.078320975	0.691791666
YBR138C	-0.164007049	0.692150965
YCR090C	-0.139263829	0.69382988
YDR098C-B	0.648311483	0.694869815
YER066C-A	-0.199168228	0.694869815
TR(ACG)E	1.944758111	0.694869815
YIL105C	0.079222264	0.696206348
YNL162W-A	0.184678913	0.696228304
YER078C	0.105763521	0.696859122
YER180C	0.102465763	0.696859122
YOR094W	-0.103358958	0.696907464
YER056C-A	-0.177955096	0.697146455
YOR174W	-0.10503975	0.697146455
YDR113C	-0.299346372	0.697368955
YGR214W	-0.138720431	0.697368955
YLR134W	-0.348220679	0.697368955
YPL072W	0.088639038	0.697368955
YOL039W	-0.148882406	0.697844148
YDL082W	-0.131556034	0.698712331
YGL123W	-0.133296577	0.698763733
YIR038C	0.125298344	0.698763733
YGL257C	-0.106305779	0.698800667
YIR029W	-0.147254203	0.698800667
YAL032C	0.127161167	0.700340781
YBL051C	0.184995811	0.700340781
YBR183W	0.123741646	0.700340781
YCR081W	0.171772554	0.700340781
YDL059C	0.138865927	0.700340781
YDR034C-A	0.64714214	0.700340781
YDR064W	-0.170539685	0.700340781
YDR350C	0.086276216	0.700340781
YGL050W	-0.10553061	0.700340781
YGR068C	0.239235017	0.700340781
YIR032C	0.165997948	0.700340781
YLL032C	0.126723098	0.700340781
YLR033W	-0.084403837	0.700340781
YLR196W	-0.082601864	0.700340781
YLR338W	-1.812536083	0.700340781
YPL084W	-0.183390814	0.700340781
YPL142C	-0.191104747	0.700340781
YBR259W	0.116784695	0.700858166
YHR038W	-0.116159092	0.700869925
YAL005C	-0.087403446	0.700922104
YAR064W	-0.553888927	0.700922104
YBR130C	-0.106075701	0.700922104
YER022W	-0.087236126	0.700922104
YGR011W	0.175342733	0.700922104
YJR145C	-0.118532771	0.700922104
YKL014C	-0.180134957	0.700922104
YOL138C	0.140209152	0.700922104
YOR232W	-0.137027883	0.700922104
YOR312C	-0.177043941	0.700922104
YPR197C	-1.232375238	0.700922104
YNL068C	-0.279604731	0.70178193
YBL087C	-0.143773694	0.701858872
YOR172W	-0.127208181	0.702332331
YER102W	-0.192922725	0.702451801
YIL019W	-0.11312741	0.702501977
YJL136C	-0.167203965	0.702501977
YPL220W	-0.180091868	0.702501977
YLR244C	0.113721856	0.70291318
YPL224C	0.075931833	0.70291318
YIL040W	-0.135751931	0.703479242
YLR219W	0.102592523	0.703479242
YCL041C	0.431140234	0.703589666
YEL073C	-0.159293233	0.703589666
YGR271W	-0.150056857	0.703589666
YKR056W	0.089728543	0.703589666
YPL025C	0.364055957	0.703589666
YPL039W	0.112413529	0.703589666
YHR101C	0.108105475	0.703809374
YDR115W	-0.128009848	0.704242053
YJL114W	0.601972778	0.704278917
YGL122C	0.160811754	0.704328444
YMR035W	-0.110567254	0.704328444
YML005W	0.096174173	0.70437023
YNL271C	-0.14140762	0.704715824
YLL046C	-1.061405471	0.704745748
SCR1	-0.344744108	0.704973868
YDR290W	-1.670606739	0.704973868
YDR446W	0.429369355	0.704973868
YER087C-B	-0.14263653	0.704973868
YGR071C	0.107419779	0.704973868
YGR238C	-0.173970833	0.704973868
YHR020W	-0.172351065	0.704973868
YHR209W	-0.132846516	0.704973868
YIL052C	-0.16827619	0.704973868
YJL028W	-0.947259029	0.704973868
YJR123W	-0.17213671	0.704973868
YKR045C	0.232788963	0.704973868
