	log2FoldChange	FDR
YNL123W	-0.037723385	0.953620548
YIL051C	-0.024523401	0.953674499
YNL001W	0.018770623	0.953905957
YIL094C	0.016616031	0.954409919
YAR010C	0.533178021	0.954498831
YBR072C-A	-0.243009859	0.954776249
YDR478W	-0.026610894	0.955668617
YOL013W-B	0.147377769	0.955668617
YGR121C	0.038730345	0.956704239
YNL326C	0.024714326	0.956704239
YLL022C	0.048911719	0.956816054
YGR248W	0.049166916	0.956977266
YCR102W-A	0.408954251	0.957049388
YKR071C	-0.020513033	0.957146589
YFR001W	0.031911569	0.957161432
YHR117W	-0.028371452	0.957161432
YNL158W	0.022885298	0.957161432
YBR150C	0.027313407	0.957543439
YDR506C	0.028339216	0.957543439
YEL010W	0.12925517	0.957833987
YFR046C	0.021399147	0.957833987
YIL093C	0.02196758	0.957949724
YKR006C	-0.02130958	0.957987704
YLR315W	0.06634755	0.957987704
YML082W	-0.043392061	0.957987704
YPL073C	-0.083520583	0.958064022
YDL080C	-0.030725704	0.958392842
YDR231C	-0.031610606	0.958392842
YER098W	-0.030888284	0.958392842
YGL108C	-0.038863501	0.958392842
YJR008W	-0.029981403	0.958596352
YDR342C	-0.046093326	0.958663879
YHR182W	0.028443527	0.958663879
YJR089W	-0.025651844	0.958663879
YDR363W	-0.019663312	0.959680334
YLR322W	0.191792718	0.959680334
YNL321W	0.042020506	0.959680334
YNR040W	-0.022410124	0.959680334
YOL079W	0.34892566	0.95984881
YLR308W	-0.122173916	0.960148868
YBL083C	-0.083620243	0.960726851
YCR028C	-0.024460633	0.960726851
YDL158C	0.029785216	0.960726851
YDR365W-B	-0.141691217	0.960726851
YGL177W	-0.076835232	0.960726851
YGR054W	-0.042501856	0.960726851
YGR204C-A	-0.080901646	0.960726851
YHR063W-A	-0.032528315	0.960726851
YHR213W-B	0.066538562	0.960726851
YIL149C	0.021609396	0.960726851
YJL204C	-0.025142742	0.960726851
YJR079W	-0.046964317	0.960726851
YKL167C	0.026225272	0.960726851
YKR035C	-0.047642335	0.960726851
YLR285C-A	-0.035955931	0.960726851
YLR298C	0.027070304	0.960726851
YLR327C	0.053840083	0.960726851
YML068W	0.022041604	0.960726851
YML093W	-0.020773856	0.960726851
YOR179C	-0.025530715	0.960726851
YPL038W	0.023614852	0.960726851
YPR042C	0.028871497	0.960726851
TV(AAC)M1	-0.238133557	0.960726851
YGR224W	0.053874047	0.961000895
YMR185W	-0.019494935	0.961000895
YBR250W	-0.033003398	0.961098848
YBR168W	0.025061187	0.961250784
YCR086W	0.022468086	0.961250784
YDL224C	-0.037712596	0.961250784
YER058W	-0.029217771	0.961250784
YGL080W	0.031777673	0.961250784
YHL026C	0.04385806	0.961250784
YNL198C	0.130070438	0.961250784
YOR242C	-0.043736592	0.961250784
YGL176C	-0.021669656	0.961293056
YJL127C	0.048207836	0.961293056
YJR116W	-0.040772623	0.961293056
YKR086W	0.014208992	0.961293056
YLR254C	-0.029995907	0.961293056
YLR255C	0.076834895	0.961293056
TY(GUA)J1	0.473537068	0.961293056
YDR475C	-0.032941101	0.961981956
YDL073W	-0.017331773	0.962166702
YLR009W	-0.030717592	0.962166702
YBL104C	-0.034283699	0.962339944
YNR038W	0.024415107	0.962392068
YFL001W	-0.035813406	0.962400458
YIL077C	0.01566649	0.962400458
YIL132C	0.053894446	0.962400458
YLR036C	0.028489532	0.962400458
TS(AGA)M	0.332135532	0.962400458
TL(UAA)L	0.204248022	0.963823142
YHR052W	-0.017855217	0.963917398
YGR209C	-0.030844366	0.964017761
YOR080W	-0.019489769	0.964017761
YDL076C	-0.01772349	0.964168411
YDR213W	-0.035873612	0.964168411
YHR214W	-0.132370872	0.964168411
YLR030W	-0.029059805	0.964168411
YLR451W	0.033573996	0.964168411
YMR061W	0.019203029	0.964168411
YDR157W	0.033698089	0.964211507
YGL181W	0.014336529	0.964211507
YGR150C	0.013889782	0.964211507
YLR290C	-0.027766199	0.964211507
YPL191C	0.025288786	0.964211507
YJL179W	-0.024493909	0.964478473
YOR220W	-0.023700219	0.964530111
YGR159C	0.019296434	0.964538807
YML031W	-0.021076467	0.964850276
YNL136W	-0.021137765	0.964900909
YJL198W	0.041107025	0.964972684
YDR305C	0.01931985	0.965564484
YPL186C	0.03351488	0.96666822
YGR090W	-0.032181117	0.967883233
YHR189W	0.049853515	0.967883233
YKL219W	-0.020949696	0.967883233
YLR035C	0.020895948	0.967883233
YLR289W	-0.019442006	0.967883233
YML101C-A	0.060257365	0.967883233
YMR112C	-0.028517192	0.967883233
YOR275C	0.016292315	0.967883233
YDR009W	-0.03295186	0.967951062
YNR049C	0.016227789	0.967951062
YOL029C	-0.024256475	0.967951062
YOR113W	0.033820123	0.967951062
TV(CAC)D	0.15829641	0.967951062
YCR063W	0.047755913	0.968106267
YDR114C	0.059676981	0.968106267
YER148W	0.01768538	0.968106267
YIL089W	0.02707612	0.968106267
TE(UUC)K	0.131690287	0.968106267
YGL151W	-0.018988376	0.968867729
YBR210W	0.02539762	0.96943164
YEL050W-A	-0.029083832	0.969664834
YLR455W	-0.020685482	0.969664834
YGR122C-A	-0.045707147	0.969872404
YHR185C	-0.124919785	0.969872404
YJL010C	-0.020931869	0.969872404
YLR066W	-0.021129686	0.969872404
YLR445W	-0.073453335	0.969872404
YDL057W	-0.018829379	0.970068322
YDR363W-A	-0.032785984	0.970068322
YIL163C	0.042654526	0.970068322
YPR147C	-0.017586979	0.970068322
YBR193C	0.019193618	0.97015672
YLR309C	-0.012775916	0.97015672
YAL044W-A	-0.028477247	0.970192372
YBL058W	-0.013625587	0.970192372
YDL160C-A	0.028059596	0.970192372
YKL138C	0.022298629	0.970192372
YLR146W-A	-0.03168788	0.970192372
YML084W	0.161865734	0.970192372
YOR192C-C	0.080033159	0.970192372
YDL202W	0.015771976	0.970310916
YDR161W	0.011899645	0.970310916
YMR031W-A	0.170608869	0.970310916
SNR50	-0.045743338	0.970310916
YGL238W	0.022296944	0.970803649
YLL011W	-0.015836803	0.970803649
YML133C	-0.102009039	0.970803649
YMR053C	-0.015374524	0.970803649
YOL122C	-0.013512021	0.970803649
YER006C-A	-0.049580562	0.970810585
YLR390W	0.021795725	0.970810585
YOL054W	0.015339048	0.970810585
YER190W	-0.199267414	0.970861695
YGL051W	0.026612265	0.970861695
YLR364W	-0.022930843	0.970861695
YAL031W-A	-0.042800023	0.971011645
YDR235W	-0.020557213	0.971011645
YDR255C	-0.017377847	0.971011645
YDR396W	-0.025861535	0.971011645
YEL017W	-0.039044599	0.971011645
YEL032W	-0.040304422	0.971011645
YFL061W	-0.086945728	0.971011645
YGL121C	-0.027818453	0.971011645
YGR015C	-0.025928374	0.971011645
YGR073C	0.048367526	0.971011645
YHL025W	-0.018311599	0.971011645
YIL091C	0.01534369	0.971011645
YIR023W	-0.037968002	0.971011645
YJL161W	0.028264502	0.971011645
YLR361C-A	0.026008419	0.971011645
YML055W	-0.019464556	0.971011645
YMR038C	-0.015448218	0.971011645
YNL050C	-0.020411724	0.971011645
YNL221C	-0.02495121	0.971011645
YOR048C	-0.031774774	0.971011645
YPL101W	0.03023947	0.971011645
YPR142C	0.209809062	0.971011645
YKL053C-A	-0.022504197	0.971492701
YML048W	0.010241077	0.971492701
YNL019C	0.058769598	0.971492701
YDL221W	-0.034455743	0.971572471
YJL127C-B	0.023815831	0.972486147
TM(CAU)E	0.130622143	0.972486147
YAL025C	-0.016450039	0.972523314
YOR007C	0.015206157	0.972529962
YBL022C	0.026428753	0.972846873
YBR221W-A	0.043086082	0.972846873
YLR008C	0.016195006	0.972846873
YMR083W	0.011131758	0.972846873
YOR035C	-0.014233834	0.972846873
YOR285W	-0.02336316	0.972846873
YOR257W	0.021457933	0.973269186
YCR024C-A	-0.022304692	0.974479565
YDL013W	0.017388952	0.974479565
YDL196W	0.081336679	0.974479565
YLR421C	0.02235837	0.974479565
YMR161W	-0.01588629	0.974479565
YOR327C	0.024636107	0.974479565
YPL270W	0.015166586	0.974479565
YPR190C	-0.043755712	0.974479565
YBR208C	0.040900275	0.974681558
YBR119W	0.012996054	0.974756959
YHR198C	-0.018158014	0.974756959
YLR386W	-0.029085718	0.974756959
YML034C-A	0.078309049	0.974756959
YOR086C	-0.014777782	0.974756959
YCL039W	0.015703267	0.974875469
YDL031W	-0.014959695	0.974875469
YIL014C-A	-0.019051738	0.974875469
YMR064W	-0.011414798	0.974875469
YNL054W	0.034360533	0.974875469
SNR35	0.046586526	0.974875469
SNR39B	-0.048050928	0.974875469
YBL102W	-0.017042396	0.975115575
YBL107C	0.019262262	0.975115575
YBR024W	-0.01376109	0.975115575
YCR061W	-0.027317378	0.975115575
YCR082W	0.022309621	0.975115575
YDL152W	-0.091782691	0.975115575
YGR056W	0.026931057	0.975115575
YGR171C	-0.012086895	0.975115575
YIL050W	-0.012228007	0.975115575
YJL202C	0.026725256	0.975115575
YJR033C	-0.017273175	0.975115575
YJR139C	-0.010410838	0.975115575
YLR198C	0.032187384	0.975115575
YLR199C	0.011597034	0.975115575
YLR368W	0.012025761	0.975115575
YMR007W	0.036540624	0.975115575
YMR090W	-0.020566941	0.975115575
YNL149C	0.028525034	0.975115575
YNL190W	0.018212688	0.975115575
YNL208W	-0.026669778	0.975115575
YNL276C	0.046663611	0.975115575
YOL028C	-0.034622572	0.975115575
YOR380W	-0.025317271	0.975115575
YPR089W	0.025566308	0.975115575
YPR202W	0.181433568	0.975115575
TF(GAA)H2	0.170122703	0.975115575
YDR216W	0.030568119	0.975493013
YDL150W	-0.021657988	0.975856549
TC(GCA)P1	0.198529048	0.97596518
YDR043C	-0.019094558	0.975968539
YBR056W	0.0116911	0.976550449
YDR230W	-0.02216258	0.976762465
YHL014C	0.011819817	0.976762465
YHR128W	-0.012946582	0.976762465
YIL100C-A	0.059307923	0.976762465
YJL047C-A	0.050601271	0.976762465
YNL044W	-0.015259735	0.976762465
YNR052C	0.010260247	0.976762465
YOL041C	0.009447795	0.976762465
YOL141W	-0.038503091	0.976762465
YOR164C	0.013120928	0.976762465
YPL045W	0.015912704	0.976762465
YPL081W	-0.013452706	0.976762465
YOR053W	-0.046194164	0.976863158
YNL146W	0.039073408	0.977084679
YDL229W	0.01270909	0.97733167
YDL231C	-0.014229402	0.97733167
YDR016C	-0.021934893	0.97733167
YER029C	-0.016022981	0.97733167
YER049W	-0.012836559	0.97733167
YGR225W	-0.044732494	0.97733167
YGR278W	0.011465135	0.97733167
YHR050W-A	-0.056604573	0.97733167
YML049C	0.023102702	0.97733167
YMR288W	0.014679124	0.97733167
YNL131W	-0.016920903	0.97733167
YOR102W	-0.026614699	0.97733167
YPL004C	0.010864123	0.97733167
YPL195W	0.009646423	0.977441473
YGL010W	-0.022590996	0.97777492
YGR078C	-0.018062424	0.97777492
YLR454W	0.0167216	0.97777492
YHR071C-A	0.034039872	0.978020266
YCL056C	0.014978884	0.978025393
YDR088C	-0.00999787	0.978025393
YER017C	-0.016228897	0.978025393
YGR270W	-0.018584943	0.978025393
YLR013W	0.094359256	0.978025393
YLR339C	0.070199631	0.978025393
YPL260W	-0.009384402	0.978025393
SNR86	0.017352072	0.978521669
YDR014W	0.019893702	0.978659276
YDR150W	0.010293316	0.978659276
YDR483W	-0.0126133	0.978659276
YEL023C	0.010964981	0.978659276
YIR041W	0.186292625	0.978659276
YML108W	0.015800419	0.978659276
YNR015W	0.0203978	0.978659276
YPL040C	0.015133629	0.978659276
YPL183W-A	0.014007218	0.978659276
YPR080W	-0.021692793	0.978659276
YGR129W	-0.016403552	0.978908992
YGR200C	-0.016830641	0.978908992
YMR030W	-0.010091569	0.978908992
YIL121W	0.016534294	0.978913683
YER092W	0.016224167	0.979256379
YDR532C	-0.01116901	0.979740767
YFL052W	-0.011457292	0.979740767
YHR060W	-0.017297024	0.979740767
YKL055C	-0.021839816	0.979740767
YLR060W	-0.015817323	0.979740767
YOL088C	-0.012244743	0.979740767
YPR204W	-0.075345546	0.979740767
YNL291C	-0.017643854	0.979866456
YGR265W	0.052049918	0.979930407
YMR027W	-0.007975969	0.979930407
YGR174C	-0.016475645	0.980567021
YCR093W	-0.01644568	0.980600907
YDL039C	0.038000832	0.981014137
YJL032W	-0.035467791	0.981014137
YML006C	-0.01627345	0.981014137
YDR357C	0.019614456	0.981234027
YFL012W-A	-0.264694933	0.981234027
YIL117C	-0.010991961	0.981234027
YBR272C	0.011994904	0.981466614
YDL099W	-0.012573888	0.981466614
YDR133C	0.013117238	0.981466614
YEL018W	-0.012986586	0.981466614
YER119C	-0.013653972	0.981466614
YFR020W	-0.012298064	0.981466614
YGL160W	-0.009524282	0.981466614
YIL102C-A	0.017781892	0.981466614
YIL156W-B	-0.01918052	0.981466614
YJL184W	0.013253129	0.981466614
YKL091C	0.013491584	0.981466614
YLR022C	0.01164458	0.981466614
YML030W	-0.017064594	0.981466614
YMR251W-A	-0.022989219	0.981466614
YOL150C	-0.048046647	0.981466614
YOR333C	-0.118413591	0.981466614
YPL076W	-0.018519541	0.981466614
YPR104C	-0.019216556	0.981466614
YPR137W	-0.013660568	0.981466614
TK(UUU)P	0.113434487	0.981466614
YBR103C-A	0.070962226	0.981976543
YDL016C	0.017088671	0.981976543
YDL021W	-0.015416661	0.981976543
YGL087C	-0.015466288	0.981976543
YIL100W	-0.082921593	0.981976543
YKR040C	0.059539693	0.981976543
YML100W-A	0.058290987	0.981976543
YMR255W	-0.016742117	0.981976543
YNL108C	-0.025795059	0.981976543
YOR309C	-0.020048079	0.981976543
YOR325W	-0.058777989	0.981976543
YPL205C	-0.029331859	0.981976543
YPR108W-A	0.044737288	0.981976543
SNR47	-0.036862916	0.981976543
YDR296W	-0.01232821	0.982252529
YIR026C	0.008439616	0.982697413
TG(GCC)O2	-0.060685121	0.982784314
YCR004C	-0.011335717	0.982912851
YDR393W	0.00976464	0.982912851
YGR180C	-0.009402025	0.982912851
YLR191W	-0.015915943	0.982912851
YOR308C	0.021124	0.982912851
YPR062W	-0.012601624	0.982912851
YJR018W	-0.074366815	0.982941609
YKR002W	-0.012318324	0.982941609
YBL080C	0.008867791	0.983438372
YNL035C	-0.00770989	0.983457791
YDR436W	0.013535189	0.984083798
YJL180C	0.007845691	0.984083798
YKR020W	0.013165965	0.984083798
YOR214C	0.040127306	0.984083798
YPR096C	-0.080998217	0.984083798
YJL033W	0.019457673	0.984111086
YCR045C	0.015503886	0.984773619
YDL034W	0.036468226	0.984773619
YDL197C	-0.016088565	0.984773619
YDR099W	-0.011560283	0.984773619
YHR164C	-0.014151376	0.984773619
YJL182C	-0.105256869	0.984773619
YJR072C	-0.007684561	0.984773619
YKL040C	-0.010429938	0.984773619
YKL096W-A	0.014504111	0.984773619
YKL193C	-0.012058545	0.984773619
YLR453C	0.014796128	0.984773619
YNL024C-A	0.016381229	0.984773619
YNL059C	0.01389843	0.984773619
YOR215C	-0.017909435	0.984773619
YOR364W	0.048158545	0.984773619
YPL029W	-0.015311705	0.984773619
TF(GAA)D	-0.097114441	0.984773619
YML058W	0.011929665	0.985218284
YIL033C	-0.009789918	0.985245473
YOR379C	0.090620358	0.985690116
YDL050C	-0.018448296	0.985972787
YGR228W	-0.02059979	0.985972787
YHR214W-A	-0.049686351	0.985972787
YJR160C	-0.031601868	0.985972787
YKL078W	-0.024434862	0.985972787
YOL109W	-0.02072554	0.985972787
YOR263C	0.030155423	0.985972787
SNR54	0.101773151	0.985972787
YDR276C	0.015960728	0.986043965
YNL226W	-0.048546726	0.986043965
YDR028C	0.008877366	0.98638729
YER087C-A	0.016448305	0.98638729
YGR035W-A	0.013517735	0.98638729
YJR096W	0.010740472	0.98638729
YPR169W	0.005556563	0.98638729
TK(CUU)P	0.080309232	0.98638729
YDR035W	0.005906416	0.986696392
YHR016C	-0.00937645	0.986746113
YBR085C-A	0.016158168	0.987068821
YDL241W	-0.021733301	0.987068821
YKL105C	0.019184819	0.987068821
YKL168C	-0.009067243	0.987068821
YLL006W	-0.011848249	0.987068821
YOR298C-A	0.013920571	0.987068821
YPR087W	0.017798827	0.987068821
YDL248W	0.015568641	0.987203515
YER137C	-0.012401866	0.987203515
YJL076W	-0.018551909	0.987203515
YKR052C	0.007339203	0.987203515
YLR276C	-0.006290393	0.987203515
YLR412W	-0.008440038	0.987203515
YOL124C	-0.006800321	0.987203515
YPR152C	0.010351332	0.987203515
YPR171W	0.015570449	0.987203515
TL(CAA)L	-0.061665859	0.987457118
YDR324C	-0.009247269	0.987844358
YBR298C-A	-0.09185956	0.987900495
YDR431W	-0.072170248	0.987900495
YOL098C	-0.01239115	0.987914762
YHR006W	0.007389905	0.988197433
YJR041C	0.013465371	0.988197433
YAL036C	0.010337402	0.988408597
YBR255W	-0.007353702	0.988408597
YDL041W	0.079304838	0.988408597
YDL045W-A	-0.010705066	0.988408597
YDR119W-A	-0.015205152	0.988408597
YER057C	0.00864396	0.988408597
YER182W	0.009330309	0.988408597
YFR032C-B	0.057306394	0.988408597
YGL005C	0.010233809	0.988408597
YGL017W	0.008776098	0.988408597
YGR095C	-0.007727361	0.988408597
YGR120C	0.008233521	0.988408597
YJL165C	0.009191006	0.988408597
YKL053W	-0.018235424	0.988408597
YKL137W	0.009641319	0.988408597
YLR225C	-0.008955087	0.988408597
YML047C	-0.039836141	0.988408597
YML116W-A	0.01268495	0.988408597
YMR209C	0.006460008	0.988408597
YMR219W	-0.011845441	0.988408597
YMR242W-A	0.068712635	0.988408597
YMR244C-A	-0.013365147	0.988408597
YMR264W	0.006693116	0.988408597
YNL113W	0.009665312	0.988408597
YNL122C	-0.011724612	0.988408597
YNL295W	-0.009053517	0.988408597
YOL092W	0.006605065	0.988408597
YOL134C	0.068930275	0.988408597
YOR169C	0.019015709	0.988408597
YOR218C	-0.019297762	0.988408597
YOR228C	0.006306828	0.988408597
YOR345C	0.034726894	0.988408597
YPL121C	0.086902955	0.988408597
YPR126C	-0.013144619	0.988408597
TD(GUC)G1	-0.107295147	0.988408597
YNL282W	-0.019963732	0.988502781
YDR530C	0.00867138	0.988510098
YJR015W	-0.005293398	0.988510098
YDR234W	0.015281116	0.988528012
YDR214W	-0.009134956	0.988834665
YDR172W	0.006519421	0.989181223
YGR146C	-0.007291336	0.989181223
YHR056W-A	-0.080369299	0.98967392
TV(AAC)O	-0.088463954	0.98967392
YAR027W	0.007881621	0.989696521
YBR202W	0.015750908	0.989696521
YDL151C	0.036795929	0.989696521
YML050W	0.008305691	0.989696521
YDR318W	0.006638333	0.990412948
YNL017C	-0.057055479	0.990488476
YJL120W	-0.020520243	0.9905679
YKL012W	-0.005015001	0.9905679
YNR037C	0.01127098	0.9905679
YCR023C	-0.004492118	0.990676933
YFL003C	-0.010378201	0.990676933
YGR276C	-0.005818036	0.990676933
YIL020C-A	-0.009838599	0.990676933
YLR256W-A	0.020076314	0.990676933
YML095C	-0.008400548	0.990676933
TP(AGG)N	-0.090698202	0.990676933
TR(UCU)M1	-0.102439955	0.990676933
YBR012C	-0.016514967	0.991056203
YLR331C	0.023591742	0.991056203
YBR261C	-0.005484683	0.991241873
YDR171W	0.006243913	0.991241873
YDR268W	-0.005424289	0.991241873
YGL075C	0.011770914	0.991241873
YGR219W	-0.011726103	0.991241873
YGR289C	-0.005810303	0.991241873
YHR057C	0.005259264	0.991241873
YHR145C	0.050218909	0.991241873
YIL044C	-0.005185508	0.991241873
YIL067C	0.009434861	0.991241873
YJR151W-A	0.04299871	0.991241873
YKL169C	-0.012887498	0.991241873
YLR018C	-0.005270111	0.991241873
YLR405W	0.009704026	0.991241873
YLR427W	0.005711499	0.991241873
YMR124W	0.009390194	0.991241873
YNL286W	-0.005077299	0.991241873
YNL293W	0.006163712	0.991241873
YOL071W	0.007947572	0.991241873
YPL148C	-0.007745412	0.991241873
YPR030W	0.008858333	0.991241873
YAL037W	-0.007931248	0.991269404
YDR031W	-0.009343946	0.991269404
YER107W-A	0.015729431	0.991269404
YER115C	-0.009008048	0.991269404
YGL014W	-0.009159846	0.991269404
YGL227W	0.006677264	0.991269404
YGR178C	0.007882903	0.991269404
YJR034W	-0.008257912	0.991269404
YML107C	-0.005061979	0.991269404
YMR294W	0.007441258	0.991269404
YNL263C	-0.006648314	0.991269404
TK(CUU)E1	-0.093667949	0.991269404
TV(AAC)G3	-0.035305935	0.991269404
SNR24	0.02187157	0.991625885
YHR088W	0.004699294	0.991877573
YHR167W	0.008194266	0.991877573
YPR159C-A	-0.064469483	0.991877573
YBR209W	-0.01800962	0.992175984
YCL054W	-0.005680473	0.992175984
YCR022C	0.019113105	0.992175984
YCR068W	0.013463718	0.992175984
YDR066C	-0.005181104	0.992175984
YDR227W	0.010494823	0.992175984
YDR291W	0.00547621	0.992175984
YDR310C	0.009105201	0.992175984
YDR490C	0.007539165	0.992175984
YGR027W-B	-0.098421515	0.992175984
YGR112W	0.004221206	0.992175984
YHR201C	0.00384399	0.992175984
YIR014W	-0.013666302	0.992175984
YLR062C	0.009197027	0.992175984
YLR317W	-0.018690962	0.992175984
YML031C-A	-0.098490307	0.992175984
YPR155C	0.003744389	0.992175984
TE(UUC)I	-0.09943963	0.992175984
TY(GUA)O	-0.098404116	0.992175984
YER030W	-0.008245742	0.992330427
TF(GAA)H1	-0.061506256	0.992330427
YMR123W	0.005139713	0.992588578
YPR076W	0.032464379	0.992588578
YOL068C	0.006099842	0.993139825
YMR025W	0.006560349	0.993379233
YDR402C	-0.010872345	0.993415022
SNR58	-0.026894428	0.993415022
YGR166W	0.003523658	0.99380081
YLR222C	-0.005768498	0.99380081
YMR302C	-0.004659839	0.99380081
YDR082W	-0.004139985	0.993863421
YJL126W	-0.004628739	0.993863421
YLR215C	0.003290051	0.993863421
YLR392C	-0.003305294	0.993863421
YOR394C-A	-0.054455788	0.993863421
YPL261C	0.025811474	0.993863421
YAL031C	0.006558934	0.993952024
YAL053W	-0.002700409	0.993952024
YBL017C	-0.00367213	0.993952024
YBR269C	-0.005126796	0.993952024
YCL033C	-0.005849456	0.993952024
YDL078C	-0.003285445	0.993952024
YDL109C	-0.008255739	0.993952024
YDL165W	-0.004116371	0.993952024
YDR012W	-0.003278348	0.993952024
YDR149C	-0.075939277	0.993952024
YDR534C	0.009852154	0.993952024
YEL072W	-0.005431056	0.993952024
YGL086W	0.003162117	0.993952024
YGR003W	-0.004250206	0.993952024
YGR074W	0.004283324	0.993952024
YGR210C	0.00670253	0.993952024
YHL020C	0.003501814	0.993952024
YHR082C	0.003076309	0.993952024
YIL086C	0.008700806	0.993952024
YJL188C	-0.004715784	0.993952024
YJR161C	-0.007768938	0.993952024
YKL208W	0.004076015	0.993952024
YLR003C	-0.003414964	0.993952024
YMR153C-A	0.006616806	0.993952024
YMR229C	0.005044816	0.993952024
YNL119W	0.002966825	0.993952024
YNL214W	-0.004822106	0.993952024
YNR032C-A	-0.006024839	0.993952024
YNR055C	0.002982689	0.993952024
YOR224C	-0.003273646	0.993952024
SNR48	0.022380621	0.993952024
SNR9	0.007871281	0.993952024
TE(UUC)B	-0.079597159	0.993952024
TL(UAA)B1	-0.075788387	0.993952024
YBL062W	0.010795458	0.994110578
YGR117C	-0.003953428	0.994110578
YKL079W	-0.002815639	0.994110578
YMR153W	0.008384385	0.994110578
YOR378W	-0.008903934	0.994110578
YDR501W	0.006879857	0.994283439
YDR098C	0.002537359	0.994314849
YDR349C	0.004464041	0.994860229
YDR443C	-0.005075079	0.994860229
YFR008W	-0.003898317	0.994860229
YIL047C-A	0.006476969	0.994860229
YPL228W	-0.002029875	0.994860229
YBR174C	-0.053774865	0.995039767
YBR229C	-0.004149252	0.995039767
YDR041W	0.002876053	0.995039767
YGL041C-B	0.013346071	0.995039767
YGR082W	0.002036637	0.995039767
YHL050C	0.011348074	0.995039767
YJL029C	0.003210009	0.995039767
YLR271W	-0.003089406	0.995039767
YPL035C	-0.00476463	0.995039767
TR(UCU)K	-0.053787339	0.995039767
TV(AAC)L	-0.02188075	0.995039767
TY(GUA)F1	-0.050347248	0.995039767
YJL189W	-0.015329452	0.99538609
YOR159C	-0.00317931	0.995653003
YLR250W	-0.002732918	0.995814965
YOR200W	-0.013545862	0.995814965
YOR381W-A	-0.0126455	0.995814965
YBR225W	0.003602621	0.995839045
YDL237W	0.001705628	0.995839045
YHR087W	0.003099972	0.995839045
YLR177W	-0.001898177	0.995839045
YPR038W	-0.013926455	0.995839045
YPR143W	-0.002644738	0.995839045
YMR024W	-0.001774404	0.995902024
YNL078W	-0.002542924	0.995902024
YLR253W	0.002669108	0.995906775
YER158W-A	0.003238575	0.9960508
YLL030C	-0.046940416	0.996177323
YLR332W	0.001422251	0.997446273
YMR129W	-0.002224942	0.997446273
YPR045C	0.00133851	0.997446273
YBL024W	0.002674767	0.99767482
YDR361C	-0.001551544	0.99767482
YGR247W	-0.001676365	0.99767482
YJL214W	-0.003717681	0.99767482
YKL146W	0.001701714	0.99767482
YLR057W	0.002112752	0.99767482
YOL010W	0.001101959	0.99767482
YOR287C	0.001717709	0.99767482
YER013W	0.002479912	0.997924669
YDR196C	0.001575107	0.998214262
YBR027C	-0.002839444	0.998833236
YER171W	-0.000986071	0.998833236
YHR014W	0.001712299	0.998833236
YJL150W	-0.00722229	0.998833236
YNL297C	-0.001894823	0.998833236
YOR161C	0.001507078	0.998833236
YAL045C	-0.004002484	0.998926995
YAR023C	0.001644272	0.998926995
YDL056W	-0.001077694	0.998926995
YDR083W	0.000452319	0.998926995
YDR193W	-0.007725726	0.998926995
YDR252W	0.000678586	0.998926995
YDR445C	-0.001924935	0.998926995
YER147C-A	0.000965142	0.998926995
YFL034C-A	-0.000990029	0.998926995
YGL065C	-0.000578787	0.998926995
YGL199C	0.006991395	0.998926995
YGL223C	0.000592752	0.998926995
YGR231C	0.001030476	0.998926995
YHR029C	-0.00050569	0.998926995
YHR162W	0.000719382	0.998926995
YKL018C-A	-0.000576343	0.998926995
YLR051C	0.000464034	0.998926995
YLR101C	-0.00115224	0.998926995
YLR203C	-0.000639123	0.998926995
YLR217W	-0.00383363	0.998926995
YLR336C	-0.000932231	0.998926995
YNL308C	-0.000383448	0.998926995
YNR001C	0.000612316	0.998926995
YOL129W	-0.000972034	0.998926995
YPL043W	-0.000419021	0.998926995
TA(AGC)K2	-0.016520501	0.998926995
TK(CUU)K	0.010349265	0.998926995
TR(ACG)D	-0.002929155	0.998926995
YDL247W-A	-0.006637839	0.999189733
YGL103W	-0.001088034	0.999428672
YGL204C	-0.000388478	0.99953298
YMR311C	-0.000390713	0.999574252
YOR300W	0.000563945	0.999747909
YMR055C	-0.000169824	0.999856473
YDL213C	-9.79e-05	0.999955904
YGR051C	3.6e-05	0.999955904
YLR204W	3.38e-05	0.999955904
YLR326W	-0.000129201	0.999955904
YPR109W	-9.25e-05	0.999955904
ETS1-1		
ETS1-2		
ETS2-1		
ETS2-2		
ITS1-1		
ITS1-2		
ITS2-1		
ITS2-2		
PWR1		
Q0010		
Q0017		
Q0020		
Q0032		
Q0045		
Q0050		
Q0055		
Q0060		
Q0065		
Q0070		
Q0075		
Q0080		
Q0092		
Q0110		
Q0115		
Q0130		
Q0140		
Q0142		
Q0143		
Q0144		
Q0158		
Q0160		
Q0182		
Q0250		
Q0255		
Q0275		
Q0285		
Q0297		
RDN18-1		
RDN18-2		
RDN25-1		
RDN25-2		
RDN37-1		
RDN37-2		
RDN5-2		
RDN5-3		
RDN5-4		
RDN5-5		
RDN5-6	-0.811278033	
RDN58-1		
RDN58-2		
RME3		
RUF5-1		
RUF5-2		
YAL004W		
YAL019W-A		
YAL047W-A	0.631394487	
YAL059C-A	0.631394487	
YAL067W-A	-0.811278033	
YAL068C	1.368103606	
YAL068W-A		
YAL069W		
YAR060C		
YAR061W		
YAR069C		
YBL005W-A		
YBL006W-A		
YBL039C-A		
YBL068W-A		
YBL100W-A		
YBL107W-A	-0.811278033	
YBL108C-A		
