	log2fc	p-adj
MEC3	0.325206186	0.000254399
YBR139W	0.156764553	0.015215462
FRA1	0.222742675	0.000839803
YOR385W	0.033814116	0.905952912
RMD8	0.226098271	0.025104831
MPM1	0.065711771	0.326924252
MAK10	0.160375582	0.01089218
CMC2	-1.027817284	2.68e-06
PKP2	-0.7215758	2.41e-06
VIK1	-0.141082898	0.207645928
YBR259W	0.128210518	0.24634392
TFB1	0.203458964	0.046185244
RCO1	0.15784804	0.132469558
RTC4	0.292764632	0.052187716
PRD1	-0.423665701	0.000984625
OSH2	0.050674845	0.443150671
HAS1	-0.19278071	0.000699498
YAR010C	0.041423391	0.781615621
RTR1	-0.017575281	0.887755195
RER1	0.106278246	0.020102593
YPR063C	0.399473587	0.0967228
CDC5	-0.097752201	0.115391905
TIM13	-0.32009302	0.047536586
YNL200C	0.524871107	0.001218071
SRY1	-0.614962684	0.012243051
BAR1	-4.598726681	7.55e-05
CDC13	0.289616563	0.000890616
RSC30	0.200164134	0.115987284
UIP4	0.644897834	0.000648414
TVP18	0.11288007	0.169509935
PRP24	0.157245781	0.071620279
RTT103	0.231012939	0.00351892
HLJ1	0.189219049	0.120079629
YDL177C	0.285759552	0.002238655
YBP1	0.147523544	0.017860926
TCB1	0.179796189	0.040182157
RSF1	0.461621015	0.011993296
HOR2	1.14797974	6.14e-05
ALY1	0.3574745	0.026363603
TIF4632	-0.177972911	0.051699023
GOS1	0.008748597	0.743736902
RPL22B	-0.151323388	0.13484194
ERG10	0.012293997	0.911776683
JNM1	0.186309481	0.144297709
STB2	0.356889883	0.014379585
MBP1	0.19817135	0.045652534
GET1	0.239065888	0.077715441
SEC15	0.097427822	0.262471008
PET494	-1.550535044	0.001847609
WHI3	0.073965262	0.594470893
WBP1	0.14499073	0.2006972
ESC2	0.258114845	0.134397732
NUP188	0.039437821	0.395233274
CAF130	0.25499061	0.000489532
PSY3	0.324291392	0.06486862
SOL3	-0.182234416	0.087302288
MRPL3	-0.396440643	0.00187778
YBL028C	-0.157485793	0.272267199
CCT3	-0.181154323	0.007055757
PHO8	0.219595353	0.006398277
APC2	0.174603536	0.031369866
FSH2	0.010363734	0.900145231
COX2	-3.718569251	0.000263257
NCR1	0.158520092	0.35091563
HEM14	0.161042964	0.078691733
GNA1	0.063989634	0.12971489
TRE2	0.179096638	0.036036056
FMP32	0.101243478	0.267604096
PNT1	-0.303053607	0.004439674
TGL2	-0.338521429	0.010709938
HUL5	0.130602006	0.479783528
SAC6	-0.145425868	0.021153709
GPX2	0.416493929	0.035366857
DRS2	0.210091261	0.00366453
OYE3	-1.708069201	3.44e-06
YER156C	-0.162579925	0.016225745
YDR333C	0.065071954	0.293618808
MRPS28	-1.089596188	3.83e-06
NST1	0.104538827	0.152194932
RRD1	-0.160064548	0.239788859
ERP4	0.280373547	0.007759935
RAD26	0.119353692	0.191122918
RPT2	-0.073403229	0.285073247
FPR2	-0.210995299	0.61516714
YLR363W-A	-0.113101745	0.292554863
HRP1	-0.000588908	0.995969464
MSC7	0.26895104	0.059537219
RPC10	-0.019703193	0.854728913
AIM13	-1.315511268	0.000818924
YBL107C	-0.16690816	0.569812065
RPS12	-0.34492641	0.203364528
RIC1	0.061824579	0.253063456
PEX2	0.350586023	0.001126107
TAF8	0.084294242	0.282354171
MRPL25	-1.020601468	0.000452203
YHL017W	-0.173325688	0.032851528
CHA4	-0.111846094	0.115718984
RAD7	0.265725857	0.042256486
RPL8A	-0.399206997	0.038558557
YIL067C	0.266454499	0.030426242
OM14	-0.506031381	0.323557114
UBR1	0.103260357	0.041058181
NSP1	-0.119883648	0.220083058
CIK1	0.081452501	0.499937744
YDJ1	0.004640472	0.852133019
SHQ1	0.160107984	0.001800181
RPL27B	-0.30616066	0.02549737
BEM2	0.006859905	0.880540633
YBR197C	-0.305574801	0.013164212
PCI8	0.157948722	0.022436049
REE1	1.227787428	1.28e-05
YKR011C	-0.347555112	0.000104216
ASE1	0.088165724	0.51751319
PUP2	-0.023964313	0.741363421
CDC16	-0.020520271	0.754825383
YFR039C	0.297625509	0.001631001
CNS1	0.217644877	0.002290108
KRE27	0.159471489	0.057517085
SEC4	0.093724589	0.135110148
NCL1	-0.036346971	0.353118283
KIN82	-0.115718948	0.016917073
ALT2	0.720549936	0.050746438
TEL2	0.220286601	0.015258297
QCR7	-2.943679233	3.73e-07
UBP13	0.480308846	2.54e-05
NPT1	-0.122889155	0.009365653
VPS62	0.264226159	0.179074092
FMP43	2.508270662	0.000192337
PUN1	-0.241924737	0.130865044
FMP21	0.294096796	0.008291557
YMR187C	0.063441177	0.724931743
YLR281C	-1.040712637	0.063390818
SMC1	0.046683287	0.341125837
YPR169W-A	0.192993307	0.340469863
EFR3	0.061198842	0.07455585
LST4	0.059513396	0.309008152
SOL1	0.171549448	0.063967122
SNU56	0.11965229	0.264904829
IDH2	-0.210413894	0.124753781
YPL225W	0.077383312	0.175959025
RDL2	-0.216036132	0.02026178
SEH1	-0.028538661	0.877055077
SUR1	-0.095650937	0.080046388
RRP5	-0.069901343	0.155468733
ADI1	0.162223688	0.375522301
SHO1	-0.161681779	0.028980322
SIC1	0.395291589	0.028301864
